# Equipacion de cada personaje, para ensenarlo de cuerpo.
# identidad = el valor del campo 0xBA162C11 de la partida.
# icono = fichero de datos/iconos/.../10_icon_chr/uniform/<icono>_00_l.png
# Lo genera herramientas/construir_equipacion_jugador.py (NOTAS O-76).
identidad,icono
E72E07BC,u080301_10
E7313DEF,u115101_10
E7423239,u117401_10
E751BC73,u010401_10
E75A4B7D,u021201_10
E75D1F0C,u115101_10
E7630C07,u030401_10
E768D451,u117401_10
E779A91D,u110101_10
E77EAE4B,u117401_10
E78C77D9,u117401_10
E79AC81F,u111501_10
E79C7E47,u080901_10
E7A2D7BE,u010201_10
E7A3FDCA,u051801_10
E7B1AE50,u117401_10
E7D0EB1A,u010901_10
E7DC0330,u021401_10
E7F089D9,u117201_10
E7F3435B,u117401_10
E80811F1,u010901_10
E8089EBC,u117401_10
E80B543E,u115101_10
E83B8203,u112101_10
E84810B9,u117401_10
E84B364C,u117401_10
E850DE8E,u117401_10
E86095DF,u117401_10
E86F81E8,u070201_10
E877AA3E,u117401_10
E87F549D,u117401_10
E8801FD7,u050201_10
E886A028,u070401_10
E8880D3E,u050701_10
E8924C4D,u117401_10
E89309B6,u117401_10
E8AF95C4,u117401_10
E8B9EFDE,u117401_10
E8CA3575,u080801_10
E8CC832D,u111401_10
E8D5DA5B,u070201_10
E8E76A2F,u117401_10
E8E7E562,u040701_10
E8ECB279,u020301_10
E9085F42,u080801_10
E90EE91A,u111401_10
E9172847,u117401_10
E917B06C,u010301_10
E91B1313,u115101_10
E9250018,u117401_10
E9258F55,u040701_10
E934EA5A,u110101_10
E93661A1,u110101_10
E936F6BB,u110901_10
E944CA1F,u070401_10
E94F6875,u117401_10
E950267A,u117401_10
E9516381,u117401_10
E96DFFF3,u117401_10
E97B85E9,u117401_10
E9804A4E,u050701_10
E982842D,u117401_10
E98A7A8E,u117401_10
E992B4B9,u117401_10
E9A2FFE8,u117401_10
E9B5C009,u117401_10
E9BD3EAA,u117401_10
E9CA7BC6,u010901_10
E9CAF48B,u117401_10
E9F9E834,u112101_10
EA065043,u032101_10
EA06DF0E,u042101_10
EA0EAEE0,u117401_10
EA1660D7,u117401_10
EA1B7D42,u060301_10
EA311467,u117401_10
EA39EAC4,u117401_10
EA4E20E5,u117401_10
EA4EAFA8,u010801_10
EA4F0624,u115101_10
EA7D3C5A,u112101_10
EA936402,u070201_10
EAA15B3B,u010201_10
EAA1D476,u117401_10
EAB2B5CF,u110101_10
EAC6A18E,u117401_10
EAD4F214,u117401_10
EAD5B7EF,u117401_10
EAE92B9D,u117401_10
EAF896CA,u071101_10
EB04CBB9,u117401_10
EB169823,u117401_10
EB17DDD8,u117401_10
EB2B41AA,u117401_10
EB3AFCFD,u071101_10
EB442686,u115101_10
EB4F9C34,u020801_10
EB57D4AF,u117401_10
EB5F4109,u115101_10
EB63310C,u010201_10
EB63BE41,u117401_10
EB686617,u020701_10
EB70DFF8,u110101_10
EB71C521,u020201_10
EB871EB4,u050701_10
EB8C4AD2,u117401_10
EB8CC59F,u010801_10
EB960B9C,u115101_10
EBB36D5A,u021401_10
EBBD5BFF,u020201_10
EBBF566D,u112101_10
EBCCC4D7,u117401_10
EBCFE222,u020601_10
EBD40AE0,u117401_10
EBF37E50,u117401_10
EBFB80F3,u117401_10
EC1E7504,u117401_10
EC1F30FF,u117401_10
EC22663B,u061501_10
EC22E976,u117401_10
EC3A10B6,u117401_10
EC4A6D58,u117401_10
EC6A169D,u117401_10
EC6A99D0,u041201_10
EC72D8AA,u050101_10
EC856D43,u010601_10
EC85E20E,u117401_10
EC8D5BD8,u071601_10
EC975DE3,u115101_10
EC984042,u040301_10
ECB341FC,u020601_10
ECC56C0B,u117401_10
ECC64AFE,u020901_10
ECCD1DE5,u045601_10
ECCD92A8,u117401_10
ECD030E4,u117401_10
ECDDA23C,u117401_10
ECF04F87,u040101_10
ECF2282F,u117401_10
ECF381A3,u115101_10
ECF9D124,u080201_10
ECFAD68C,u117401_10
ECFF22DC,u021301_10
ED0512EA,u110301_10
ED07063C,u117401_10
ED0F77D2,u045601_10
ED125AD3,u117401_10
ED1FC80B,u117401_10
ED304218,u117401_10
ED3225B0,u040101_10
ED38BCBB,u117401_10
ED3BBB13,u080201_10
ED3FF528,u050101_10
ED470774,u010601_10
ED478839,u117401_10
ED4F31EF,u080701_10
ED5A2A75,u040301_10
ED609970,u117401_10
ED88076F,u117401_10
ED955E0B,u042001_10
EDA87CAA,u117401_10
EDA8F3E7,u041201_10
EDB0B29D,u117401_10
EDC434E5,u040101_10
EDDC1F33,u117401_10
EDDD5AC8,u117401_10
EDE08341,u117401_10
EDE3C68E,u115101_10
EE2C2789,u041001_10
EE2CA8C4,u117401_10
EE3185C5,u117401_10
EE3466F3,u117401_10
EE3F5E67,u110901_10
EE4E4F11,u112301_10
EE58CB5D,u117401_10
EE598EA6,u117401_10
EE64572F,u117401_10
EE69C5F7,u051601_10
EE79F563,u030601_10
EE7E992C,u115101_10
EE83D252,u117401_10
EE8B2CF1,u031001_10
EE8BA3BC,u011101_10
EE9B1C65,u117401_10
EEACB436,u115101_10
EEB49676,u117401_10
EEB94E3F,u111601_10
EEBC68D5,u117401_10
EEC35C57,u117401_10
EEC3D31A,u010701_10
EED30FF9,u115101_10
EEE3B9E3,u040101_10
EEF36D3A,u010501_10
EEF90438,u040101_10
EF013660,u117401_10
EF01B92D,u010701_10
EF41B865,u117401_10
EF429E90,u021301_10
EF49C98B,u011101_10
EF597652,u117401_10
EF64587A,u040301_10
EF6EDE01,u115101_10
EF76FC41,u117401_10
EF7E02E2,u117401_10
EF8425D3,u010501_10
EF89B70B,u050101_10
EF9AA16A,u117401_10
EF9BE491,u117401_10
EFA63D18,u117401_10
EFA6B255,u061401_10
EFBB9F54,u030601_10
EFBCF31B,u115101_10
EFC52BF1,u111401_10
EFCEF359,u050701_10
EFE51AA5,u021201_10
EFEE4DBE,u041001_10
EFEEC2F3,u117401_10
EFF3EFF2,u117401_10
EFF60CC4,u117401_10
F0002252,u115101_10
F00C1906,u117401_10
F00C812D,u010201_10
F015D85B,u111401_10
F02D50E0,u110101_10
F02DC7FA,u110901_10
F03E3159,u117401_10
F03EBE14,u040701_10
F04A52C0,u117401_10
F04B173B,u117401_10
F0545934,u117401_10
F05CD68C,u112301_10
F05FFB5E,u070401_10
F060B4A8,u117401_10
F076CEB2,u117401_10
F08985F8,u117401_10
F0914BCF,u117401_10
F0926D3A,u117401_10
F0A60FEB,u117401_10
F0ABF79F,u020801_10
F0AEF148,u117401_10
F0B9CEA9,u117401_10
F0D14A87,u010901_10
F0D1C5CA,u117401_10
F0E2D975,u112101_10
F110657F,u115101_10
F11320B0,u010901_10
F113AFFD,u117401_10
F120B342,u112101_10
F14BEFCF,u117401_10
F150070D,u117401_10
F15321F8,u117401_10
F15BDF5B,u117401_10
F16465DC,u117401_10
F16C9B7F,u117401_10
F17BA49E,u117401_10
F18838F7,u117401_10
F1897D0C,u117401_10
F19B2E96,u050201_10
F1A2DE9F,u117401_10
F1B4A485,u117401_10
F1CEEB1A,u070201_10
F1D10434,u080801_10
F1D7B26C,u111401_10
F1EFADCD,u110901_10
F1F78338,u020301_10
F1FC5B6E,u117401_10
F1FCD423,u040701_10
F20CEC99,u117401_10
F20DA962,u117401_10
F23070EB,u117401_10
F2447048,u115101_10
F26AF460,u020201_10
F26BEEB9,u110101_10
F2735756,u020701_10
F278004D,u010201_10
F2788F00,u117401_10
F2977B93,u117401_10
F297F4DE,u010801_10
F2A4672C,u112101_10
F2A85C1B,u021401_10
F2B8250A,u117401_10
F2CF3BA1,u117401_10
F2D4D363,u020601_10
F2D7F596,u117401_10
F2DF0B35,u032101_10
F2E0B1B2,u117401_10
F2E84F11,u117401_10
F3004C03,u060301_10
F30D5196,u117401_10
F3159FA1,u117401_10
F316B954,u020601_10
F31D6102,u032101_10
F322DB85,u117401_10
F32A2526,u117401_10
F34F50EA,u115101_10
F3543765,u115101_10
F35511A4,u117401_10
F3559EE9,u010801_10
F3660D1B,u112101_10
F3827DD1,u110101_10
F3885543,u117401_10
F38BEA43,u070201_10
F39D7DF0,u115101_10
F3A9848E,u110101_10
F3BA6A7A,u010201_10
F3BAE537,u117401_10
F3CE86AE,u117401_10
F3CFC355,u117401_10
F3DD90CF,u117401_10
F3E3A78B,u071101_10
F3F21ADC,u117401_10
F404F94A,u117401_10
F4096B92,u117401_10
F41C377D,u117401_10
F41E23AB,u110301_10
F41F1188,u020901_10
F4208A52,u080201_10
F4238DFA,u117401_10
F4296568,u020601_10
F42B7359,u117401_10
F4411B34,u040301_10
F45400AE,u080701_10
F45C3635,u010601_10
F45CB978,u117401_10
F47BA831,u117401_10
F493362E,u117401_10
F4B34DEB,u117401_10
F4B3C2A6,u041201_10
F4C66B89,u117401_10
F4C72E72,u117401_10
F4F8F7CF,u115101_10
F4FBB200,u117401_10
F50401BE,u117401_10
F5054445,u117401_10
F51D6F93,u040101_10
F539577A,u061501_10
F539D837,u117401_10
F5515C19,u117401_10
F569E9EB,u117401_10
F57127DC,u117401_10
F571A891,u041201_10
F5730FC4,u117401_10
F5837103,u040301_10
F58C6CA2,u115101_10
F5966A99,u071601_10
F59E5C02,u010601_10
F59ED34F,u117401_10
F5C6937D,u117401_10
F5CB01A5,u117401_10
F5D62CA4,u045601_10
F5DC499C,u110301_10
F5DD7BBF,u020901_10
F5DE5D4A,u117401_10
F5E1E7CD,u117401_10
F5E2E065,u080201_10
F5E4139D,u020601_10
F5E8B0E2,u115101_10
F5E8D7A2,u020401_10
F5E9196E,u117401_10
F61A0721,u117401_10
F61A886C,u010701_10
F6205F4E,u040101_10
F6424713,u117401_10
F6527787,u031001_10
F652F8CA,u011101_10
F659AFD1,u021301_10
F65A8924,u117401_10
F6601549,u111601_10
F66533A3,u117401_10
F66DCD00,u117401_10
F675EF40,u115101_10
F680D5D0,u117401_10
F681902B,u117401_10
F68F15FF,u041801_10
F68FCCA3,u051301_10
F692864A,u050101_10
F6971467,u112301_10
F69F1492,u010501_10
F6A0AE15,u030601_10
F6A7C25A,u115101_10
F6BD0C59,u117401_10
F6BD8314,u061401_10
F6DE1AB0,u111401_10
F6E8DEB3,u117401_10
F6ED3D85,u117401_10
F6F29FFD,u115101_10
F6F57CFF,u041001_10
F6F5F3B2,u117401_10
F6FE2BE4,u021201_10
F7246F26,u110901_10
F72AB484,u117401_10
F72F57B2,u117401_10
F73716C8,u041001_10
F7379985,u117401_10
F742BFE7,u117401_10
F743FA1C,u117401_10
F750EC7D,u050101_10
F7557E50,u112301_10
F75F83DA,u031401_10
F772F4B6,u051601_10
F77F666E,u117401_10
F7802D24,u117401_10
F7901DB0,u031001_10
F798E313,u117401_10
F79BC5E6,u021301_10
F7A27F7E,u111601_10
F7A75994,u117401_10
F7AFA737,u117401_10
F7B78577,u115101_10
F7C83EB8,u115101_10
F7D86D16,u117401_10
F7D8E25B,u010701_10
F7E85C7B,u010501_10
F8033562,u112201_10
F814F4D5,u010901_10
F82E47D0,u115101_10
F8460B02,u020601_10
F85C8473,u117401_10
F8615DFA,u117401_10
F87833D7,u041901_10
F8871231,u070201_10
F88C452A,u010101_10
F89E758A,u115101_10
F8B3FFAD,u117401_10
F8B827FB,u117401_10
F8C6D9CF,u117401_10
F8CC4462,u117401_10
F8E6A20A,u117401_10
F8F398CD,u081301_10
F8F4344C,u111701_10
F8FB0046,u011301_10
F8FB8F0B,u117401_10
F904B3F8,u117401_10
F90E2E55,u117401_10
F916E062,u040101_10
F923A472,u115101_10
F924C83D,u117401_10
F92C2F17,u020201_10
F9365E7B,u111701_10
F9396A71,u011301_10
F939E53C,u117401_10
F94EA050,u117401_10
F97A4DCC,u117401_10
F97C7D7E,u010201_10
F9885182,u111501_10
F9955CBE,u010101_10
F99E6109,u030301_10
F99EEE44,u117401_10
F9A337CD,u117401_10
F9B16457,u051301_10
F9C15F55,u112201_10
F9D69EE2,u010901_10
F9DDC9F9,u021701_10
F9EAEEE7,u115101_10
F9EC2DE7,u115101_10
F9F18968,u115101_10
FA0F66C5,u117401_10
FA1A3A2A,u117401_10
FA1AB567,u030501_10
FA27E3A3,u117401_10
FA30DC42,u117401_10
FA35B039,u051201_10
FA3ADF9E,u031101_10
FA458B3B,u112201_10
FA4F678D,u011001_10
FA524A8C,u020201_10
FA650EA8,u117401_10
FA68F989,u111301_10
FA806796,u117401_10
FA8A02AE,u010101_10
FA92340C,u117401_10
FAA7701C,u115101_10
FAB4AB57,u080301_10
FABD3152,u117401_10
FABDBE1F,u011401_10
FABEFBD0,u115101_10
FAC70307,u021401_10
FAD53A31,u117401_10
FAE322E8,u115101_10
FAFE99A2,u117401_10
FB089144,u010201_10
FB175006,u117401_10
FB2148DF,u115101_10
FB372BC3,u030301_10
FB3CF395,u117401_10
FB420DA1,u117401_10
FB486899,u010101_10
FB4FC418,u080601_10
FB505E3B,u117401_10
FB651A2B,u115101_10
FB72472E,u061701_10
FB7F5B65,u117401_10
FB7FD428,u011401_10
FB87E10C,u112201_10
FB8D0DBA,u011001_10
FB9020BB,u020201_10
FBA21F82,u041201_10
FBAA93BE,u117401_10
FBAEBCFD,u115101_10
FBCD0CF2,u117401_10
FBD8501D,u117401_10
FBE58994,u117401_10
FBF2B675,u117401_10
FBFCE7B9,u042001_10
FC013998,u010401_10
FC01B6D5,u117401_10
FC191BD8,u115101_10
FC355B49,u117401_10
FC3E831F,u030501_10
FC4AC5BA,u051701_10
FC4BA57D,u117401_10
FC6C39F3,u110101_10
FC6CB2F7,u115101_10
FC767CF4,u011201_10
FC76F3B9,u117401_10
FC998867,u041501_10
FCAECC43,u117401_10
FCB5ECB9,u071001_10
FCC543EF,u117401_10
FCC6CAC4,u110501_10
FCD1F8C1,u117401_10
FCDC6A19,u117401_10
FCEC2148,u117401_10
FCF3E00A,u117401_10
FD131DBB,u061701_10
FD1392F6,u117401_10
FD1E9805,u060901_10
FD2E4B7F,u117401_10
FD318A3D,u117401_10
FD3C18E5,u051701_10
FD5BE250,u041501_10
FD615155,u115101_10
FD6CA674,u117401_10
FD7FDAB9,u060801_10
FD89CF4A,u117401_10
FDB416C3,u011201_10
FDB4998E,u117401_10
FDE12541,u040101_10
FDECD9BC,u051401_10
FDF7317E,u117401_10
FE0D1B24,u117401_10
FE2A0CAE,u115101_10
FE304DE0,u117401_10
FE30C2AD,u011101_10
FE3536FD,u080301_10
FE417A3C,u021201_10
FE462E4D,u115101_10
FE4A8D32,u010501_10
FE590378,u117401_10
FE62985C,u110101_10
FE659F0A,u117401_10
FE73E510,u117401_10
FE81F95E,u111501_10
FE874F06,u080901_10
FE974698,u117401_10
FEAA9F11,u117401_10
FEB8CC8B,u051801_10
FEB9E6FF,u010201_10
FEC73271,u021401_10
FED46125,u021501_10
FEE8721A,u060501_10
FEE9662C,u021001_10
FEEBB898,u117201_10
FF01726E,u117401_10
FF09B06C,u010901_10
FF2A182D,u117401_10
FF439369,u111501_10
FF452531,u081501_10
FF552CAF,u117401_10
FF566960,u115101_10
FF68F526,u117401_10
FF7A9611,u111001_10
FF7B8CC8,u010201_10
FF82F2B3,u051301_10
FF85EDF6,u010301_10
FF9B694F,u117401_10
FFA7F53D,u117401_10
FFB18F27,u117401_10
FFBA5771,u030401_10
FFC87FB8,u041801_10
FFCF7113,u117401_10
FFE4D280,u021801_20
FFE86699,u115101_10
FFF227D7,u117401_10
FFF2A89A,u011101_10
FFF75CCA,u081001_10
FFF7C4E1,u117401_10
