# Con que fichero se dibuja la cara de cada personaje.
# cara = 10_icon_chr/face/<cara>_l.png
# Lo genera herramientas/construir_caras.py (NOTAS O-99).
identidad,cara,existe
D1BF67CF,c05026760,si
D1D3CA61,c02027730,si
D1D81237,c03030230,si
D1F77453,c11718090,si
D1F869F2,c04012920,si
D2099BFE,c03036800,si
D20EF7B1,c11700130,si
D21439B2,c01002460,si
D214B6FF,c06035170,si
D219AB6A,c05022890,si
D2237D96,c03039060,si
D229E03B,c04014310,si
D230648A,c11500260,si
D234534B,c04003700,si
D2362179,c01006990,si
D23BB3A1,c05026560,si
D2512EBD,c07070130,si
D2571E0F,c02027530,si
D25CC659,c03030030,si
D28E640E,c04011430,si
D29C3794,c05023240,si
D2B332CA,c06030650,si
D2B3BD87,c01007340,si
D2BCED3C,c05021410_5000,no
D2C17E24,c11500240,si
D2C4F8EB,c01005680,si
D2DCDAAB,c11716020,si
D2E40C63,c01010880,si
D2F09A3A,c02022210,si
D3031413,c11500340,si
D30692DC,c01005780,si
D30FB7F5,c02020900,si
D3266654,c01010980,si
D32E66A1,c11220100,si
D332F00D,c02022310,si
D339A716,c04002300,si
D34C0E39,c04011530,si
D35E5DA3,c05023340,si
D35F77D7,c11080500,si
D371D7B0,c01007240,si
D393448A,c07070030,si
D3957438,c02027430,si
D3B32649,c11709060,si
D3CBF1C9,c03036900,si
D3CC9D86,c11700030,si
D3D65385,c01002560,si
D3D6DCC8,c06035070,si
D3D9678F,c11170070,si
D3DB5976,c11803080,si
D3E117A1,c03039160,si
D3EB8A0C,c04014210,si
D3F26B6C,c03031700,si
D3F44B4E,c01006890,si
D404816C,c11729030,si
D4074BEE,c06039300,si
D40F3A00,c01005380,si
D424E3AF,c07050060,si
D427CE7D,c11220500,si
D433A672,c02029280,si
D43B58D1,c02022710,si
D445A6E5,c04011130,si
D456DF0B,c11080100,si
D46876F2,c08090140,si
D46EC0AA,c11150020,si
D476C9C8,c11500260,si
D4787F6C,c01007640,si
D47B3AA3,c11720060,si
D48AA6FE,c01004950,si
D49704B2,c03030530,si
D49CDCE4,c02027030,si
D4B2C9ED,c05023700_5000,no
D4B63A8C,c02028850,si
D4B76E4B,c06031650,si
D4C5355A,c11700430,si
D4DA0F09,c11808110,si
D4DF7414,c06035470,si
D4DFFB59,c01002160,si
D4E222D0,c04014610,si
D5075F6D,c11700530,si
D50BEB74,c02021900,si
D518653E,c11808010,si
D51D1E23,c06035570,si
D51D916E,c01002060,si
D52048E7,c04014710,si
D53F06E8,c06031880,si
D548CCC9,c01004850,si
D5556E85,c03030430,si
D55EB6D3,c02027130,si
D567DEF1,c11801040,si
D56B7D8E,c11736070,si
D56C29FF,c02021460,si
D57450BB,c02028950,si
D587CCD2,c04011030,si
D5959F48,c05023640,si
D5AA1CC5,c08090040,si
D5ACAA9D,c11150120,si
D5BA155B,c01007740,si
D5C521D9,c06039200,si
D5CD5037,c01005280,si
D5F8771D,c04018060,si
D5F932E6,c02022610,si
D60318BC,c04011230,si
D6114B26,c05023440,si
D611EC91,c11180080,si
D61D1732,c02023810,si
D6240F36,c11705010,si
D63E4E78,c06030050,si
D63EC135,c01007540,si
D63F68B9,c11731090,si
D643CF9C,c05022900_5000,no
D6498459,c01005080,si
D64C0296,c11500440,si
D675182B,c02029180,si
D6838B03,c11700730,si
D6994500,c01002260,si
D699CA4D,c06035770,si
D6A1A5E5,npc2904,no
D6A49C89,c04014510,si
D6D1BAEB,c03030630,si
D6DA62BD,c02027330,si
D6F6222C,c11713100,si
D713D0DC,c03030730,si
D718088A,c02027230,si
D72BD7D4,c05021840_5000,no
D72F2F94,c11727080,si
D741E134,c11700630,si
D75B2F37,c01002360,si
D75BA07A,c06035670,si
D75F56A4,c11908190,si
D766F6BE,c04014410,si
D7839F80,c06039100,si
D78BEE6E,c01005180,si
D78D1393,c02024040,si
D78E68A1,c11500540,si
D798BF7A,c07100060,si
D7A31A13,c11220700,si
D7A4647D,c05021080,si
D7B4DBA4,c04002500,si
D7B7721C,c02029080,si
D7C1728B,c04011330,si
D7D055C7,c04000160_5000,no
D7FCAB02,c01007440,si
D80776E5,c01008520,si
D826A9B3,c02023700,si
D82D1FC0,c06030850,si
D83032C1,c03033120,si
D830BD8C,c04004430,si
D83BEA97,c02024420,si
D85AD5E1,c01005880,si
D8620329,c11703020,si
D8784267,c06036060,si
D87A2169,c01010680,si
D8878660,c05022690,si
D89739B9,c04001310,si
D897B6F4,c03036600,si
D89C6EA2,c02021300,si
D8A50680,c11807270,si
D8A80C73,c01006790,si
D8A8833E,c06031280,si
D8BDD235,c11040080,si
D8CEF448,c07110040,si
D8DF491F,c01004250,si
D8E29096,c04012520,si
D8E3D56D,c02028350,si
D8F0C30C,c05020350,si
D90C9E7F,c07110140,si
D9112531,c04002300_5100,no
D91D2328,c01004350,si
D920FAA1,c04012420,si
D921BF5A,c02028250,si
D932A93B,c05020250,si
D946BD7A,c11010100,si
D955538E,c04001210,si
D955DCC3,c03036700,si
D963436D,c02023810,si
D96A6644,c01006690,si
D9724404,c11715030,si
D98934EF,c11210270,si
D998BFD6,c01005980,si
D9B735C5,c05021880,si
D9B84B5E,c01010780,si
D9BA2850,c06036160,si
D9BAA71D,c01001470,si
D9C51CD2,c01008420,si
D9D15308,edit_avatar06,no
D9F258F6,c03033020,si
D9F980A0,c02024520,si
DA0DE081,c11210070,si
DA3C9F30,c01010580,si
DA3D36BC,c11726050,si
DA3E7373,c01001670,si
DA3EFC3E,c06036360,si
DA41C8BC,c01008620,si
DA56F75D,c04011930,si
DA768C98,c03033220,si
DA7D54CE,c02024720,si
DA8F8D5C,c02027830,si
DA99F746,c01004150,si
DAA42ECF,c04012620,si
DAA56B34,c02028050,si
DAB0C2AA,c07040140,si
DAB67D55,c05020050,si
DAC2FE0E,c11090020,si
DAD108AD,c03036500,si
DAD187E0,c04001010,si
DAE3B8D9,c11807170,si
DAEEB22A,c01006490,si
DAFAE1AF,c11140100,si
DAFC57F7,c08080060,si
DB000323,c11010200,si
DB009439,c11090120,si
DB018EE0,c11110080,si
DB0288D8,c11010030,si
DB13629A,c03036400,si
DB13EDD7,c04001110,si
DB18BACC,c02021100,si
DB214AC5,c05026960,si
DB21D2EE,c11807070,si
DB2C5750,c06031080,si
DB2CD81D,c01006590,si
DB2D7191,c11730040,si
DB4CEBDE,c08060090,si
DB4DE76B,c02027930,si
DB5B9D71,c01004050,si
DB6644F8,c04012720,si
DB670103,c02028150,si
DB72A89D,c07040040,si
DB741762,c05020150,si
DB83A28B,c01008720,si
DB949D6A,c04011830,si
DBB4E6AF,c03033320,si
DBBF3EF9,c02024620,si
DBFC9609,c06036260,si
DBFEF507,c01010480,si
DC07E747,c06035970,si
DC111210,c02021500,si
DC1A450B,c04001510,si
DC2570C1,c01006190,si
DC25FF8C,c06031480,si
DC48FBAE,c11706100,si
DC4F97E1,c03030830,si
DC5235AD,c01004450,si
DC6FEC24,c04012320,si
DC782D93,c11230120,si
DC7DBFBE,c05020550,si
DC81B13B,c11724090,si
DC88803C,c08120090,si
DC8A0A57,c01008320,si
DC8F2CBD,c11160050,si
DC9AD6B4,c11710010,si
DCB69625,c02024220,si
DCBDC13E,c04004230,si
DCC50FB8,c07060010,si
DCCF66BA,c04000030,si
DCD5DB61,c04000010,si
DCE56D7B,c11719040,si
DCF53ED5,c06036660,si
DCF75DDB,c01010080,si
DCFC0AC0,c07030090,si
DD07658F,c07060110,si
DD3537EC,c01010180,si
DD3754E2,c06036760,si
DD37DBAF,c01001270,si
DD486060,c01008220,si
DD4D468A,c11160150,si
DD58BC83,c11710110,si
DD7F2444,c03033620,si
DD7FAB09,c04004330,si
DD8DFDD6,c03030930,si
DD905F9A,c01004550,si
DD90D0D7,c06033040,si
DD91F616,c11732080,si
DDACC3E8,c02028450,si
DDAD8613,c04012220,si
DDBA47A4,c11230020,si
DDBFD589,c05020450,si
DDC58D70,c06035870,si
DDD82F3C,c04001410,si
DDD8A071,c03036100,si
DDE71AF6,c01006090,si
DDF34973,c11140500,si
DE1404B9,c06033240,si
DE148BF4,c01004750,si
DE180CC4,c11905030,si
DE259F2F,an000102_01,no
DE26E9C4,c05021930_5000,no
DE281786,c02028650,si
DE29527D,c04012020,si
DE3B01E7,c05020650,si
DE44BA28,c05029600,si
DE4F15A6,c11010500,si
DE5C741F,c03036300,si
DE5CFB52,c04001610,si
DE63CE98,c01006290,si
DE7C0FDA,c04014810,si
DE919847,c06032890,si
DE973728,c03032210,si
DEAE22C0,c04002900,si
DEB1E382,c01010380,si
DEB30FC1,c01001070,si
DEB3808C,c06036560,si
DEBB395A,c07130110,si
DEBC9711,edit_avatar02,no
DEC5E321,c11735060,si
DEC9405E,c11802050,si
DECCB40E,c01008020,si
DECFB3A6,c08020110,si
DEE65266,c01007840,si
DEF0287C,c02024120,si
DEF11A5F,c11030150,si
DEFB7F67,c04004130,si
DF0DD991,c08020010,si
DF0EDE39,c01008120,si
DF1FD8BC,c05020140_5000,no
DF243851,c01007940,si
DF32424B,c02024020,si
DF337068,c11030050,si
DF34DCE9,c08070090,si
DF391550,c04004030,si
DF405615,c07160090,si
DF71EABB,c06036460,si
DF7389B5,c01010280,si
DF79536D,c07130010,si
DF9E9165,c04001710,si
DFA12BE2,c06031680,si
DFA1A4AF,c01006390,si
DFBE65ED,c04014910,si
DFD5A40C,c11723070,si
DFD6E1C3,c01004650,si
DFEA7DB1,c02028750,si
DFEB384A,c04012120,si
DFF96BD0,c05020750,si
E00DD123,c05026540,si
E0151F14,c03039040,si
E0188C12,c04003700,si
E01F82B9,c04014330,si
E0225B30,c01002440,si
E022D47D,c06035150,si
E02D6F3A,c11170150,si
E0389533,c11700110,si
E03FF97C,c03036820,si
E0559111,c06037490,si
E0617C8D,c02027510,si
E0674C3F,c07070110,si
E06AA4DB,c03030010,si
E07A944F,c05024080,si
E0855048,c06030670,si
E085DF05,c01007360,si
E08D745E,c05028540_5000,no
E09360C3,c11150500,si
E0962C85,c06038010,si
E0AA5516,c05023260,si
E0B8068C,c04011410,si
E0C6F8B8,c02022230,si
E0CDAFA3,c04002220,si
E0DA6E14,c11220020,si
E0F1DFA6,c11722080,si
E10FC594,c04002320,si
E1180423,c11220120,si
E12368AC,c02020900,si
E1357691,c11500360,si
E147B532,c01007260,si
E153A35B,c05021490_5000,no
E1683F21,c05023360,si
E17A6CBB,c04011510,si
E18544CB,c11709040,si
E197746B,c01000080,si
E19C2370,c07020090,si
E1A316BA,c02027410,si
E1A52608,c07070010,si
E1D77523,c03039140,si
E1DDE88E,c04014230,si
E1E03107,c01002540,si
E1E0BE4A,c06035050,si
E1E8A98C,c08130090,si
E1EF050D,c11170050,si
E1FAFF04,c11700010,si
E1FD934B,c03036920,si
E20C6147,c04012800,si
E213A005,c01000280,si
E2197ADD,c07120010,si
E227C2D4,c02027610,si
E22C1A82,c03030310,si
E23A799E,c11748130,si
E24B6F7A,c05026640,si
E25359D8,c11020050,si
E254F559,c08060090,si
E2593CE0,c04014030,si
E2646A24,c06035250,si
E264E569,c01002740,si
E2686259,c11903020,si
E26DF021,c08030010,si
E2713715,c07010010,si
E273CBB4,c06038020,si
E27E2B6A,c11700210,si
E27FA6A9,c11600090,si
E28B11FA,c04002120,si
E2963CFB,c01001850,si
E29CD04D,c11220320,si
E2B58DBC,c11733070,si
E2B92EC3,c11804040,si
E2C3615C,c01007060,si
E2D63DB3,c03038990,si
E2E98734,c01008800,si
E2ECEB4F,c05023160,si
E2FEB8D5,c04011710,si
E3010B6B,c01007160,si
E3018426,c06030470,si
E3145784,c03038890,si
E32BED03,c01008900,si
E32E8178,c05023060,si
E33CD2E2,c04011610,si
E3497BCD,c04002020,si
E35456CC,c01001950,si
E35EBA7A,c11220220,si
E373C8C8,c11500060,si
E37E3FE9,c06039420,si
E389054D,c05026740,si
E39133EF,c11020150,si
E391CB7A,c03039240,si
E39B56D7,c04014130,si
E39C587C,c04003500,si
E3A5CA91,c11725060,si
E3A60013,c06035350,si
E3A68F5E,c01002640,si
E3AF9A16,c08030110,si
E3BC415D,c11700310,si
E3CE0B70,c04012900,si
E3E5A8E3,c02027710,si
E3EE70B5,c03030210,si
E405A944,c11806080,si
E4082CFA,c06030070,si
E408A3B7,c01007560,si
E42729A4,c05023460,si
E42ABB7C,c01003890,si
E42C1413,c04003210,si
E4357A3E,c04011210,si
E440D311,c04002420,si
E44B840A,c02022430,si
E46CB7CF,c07100140,si
E4779735,c06039020,si
E47A6014,c11500460,si
E492FE0B,c04014530,si
E498601B,c04003660_5000,no
E49BF37A,stairs000001,no
E4A9DA7F,c02023380,si
E4AF2782,c01002240,si
E4AFA8CF,c06035750,si
E4B5E981,c11700710,si
E4E7D869,c03030610,si
E4EC003F,c02027310,si
E4F7E8FD,c05024680,si
E50D0D87,c11902210,si
E51A08D9,c01000680,si
E51A8794,c06037390,si
E525B25E,c03030710,si
E52E6A08,c02027210,si
E550943C,c04014430,si
E56D4DB5,c01002340,si
E56DC2F8,c06035650,si
E57708B2,c11010070,si
E57783B6,c11700610,si
E582B926,c04002520,si
E5AEDDF8,c07100040,si
E5B5FD02,c06039120,si
E5C75B58,c05027890,si
E5CAC980,c01007460,si
E5DDFB85,c11050080,si
E5E8D14B,c01003990,si
E5F71009,c04011310,si
E612812D,c07050040,si
E631296C,c06039320,si
E632E3EE,c11729010,si
E64D5821,c11720040,si
E64E1DEE,c01007660,si
E65E1470,c08090160,si
E65E836A,c08010240,si
E660BD89,c11080120,si
E661A750,c11100080,si
E673C467,c04011110,si
E680580E,c02028870,si
E69BB112,c06031650,si
E69EDCB7,c01000480,si
E6A16630,c03030510,si
E6AABE66,c02027010,si
E6BCC47C,c01004970,si
E6C3CD49,c05021870_5000,no
E6D44052,c04014630,si
E6E91696,c06035450,si
E6E999DB,c01002140,si
E6EC6D8B,c11808130,si
E6ECF5A0,c05029820,si
E6F357D8,c11700410,si
E6FFE3C1,c02021820,si
E7162A65,c04014730,si
E72B7CA1,c06035550,si
E72BF3EC,c01002040,si
E72E07BC,c11808030,si
E7313DEF,c11700510,si
E7423239,c02028970,si
E751BC73,c11801060,si
E75A4B7D,c02021440,si
E75D1F0C,c11736050,si
E7630C07,c03030410,si
E768D451,c02027110,si
E779A91D,c11010020,si
E77EAE4B,c01004870,si
E78C77D9,c01007760,si
E79AC81F,c11150100,si
E79C7E47,c08090060,si
E7A2D7BE,c11080020,si
E7A3FDCA,c05023660,si
E7B1AE50,c04011010,si
E7D0EB1A,c07050140,si
E7DC0330,c02020900,si
E7F089D9,c11729110,si
E7F3435B,c06039220,si
E80811F1,c01001650,si
E8089EBC,c06036340,si
E80B543E,c11726070,si
E836B902,npc0307,no
E83B8203,c11210050,si
E84810B9,c03038790,si
E84B364C,c02024700,si
E850DE8E,c05027290,si
E86095DF,c04011910,si
E86F81E8,c07020070,si
E877AA3E,c01008600,si
E87F549D,c01003390,si
E8801FD7,c05020070,si
E886A028,c07040160,si
E8880D3E,c05021890,si
E8924C4D,c04012600,si
E89309B6,c02028070,si
E8AF95C4,c01004170,si
E8B9EFDE,c02027810,si
E8CA3575,c08080040,si
E8CC832D,c11140120,si
E8D5DA5B,c11807150,si
E8E76A2F,c03036520,si
E8E7E562,c04001030,si
E8ECB279,c02021020,si
E9085F42,c08080140,si
E90EE91A,c11140020,si
E9172847,c05026940,si
E917B06C,c11807050,si
E91B1313,c11730060,si
E9250018,c03036420,si
E9258F55,c04001130,si
E934EA5A,c11010010,si
E93661A1,c11010220,si
E936F6BB,c11090100,si
E944CA1F,c07040060,si
E94F6875,c06037890,si
E950267A,c04012700,si
E9516381,c02028170,si
E96DFFF3,c01004070,si
E97B85E9,c02027910,si
E9804A4E,c05028430_5000,no
E982842D,c03033300,si
E98A7A8E,c03038690,si
E992B4B9,c05027390,si
E9A2FFE8,c04011810,si
E9B5C009,c01008700,si
E9BD3EAA,c01003290,si
E9CA7BC6,c01001750,si
E9CAF48B,c06036240,si
E9F9E834,c11210150,si
EA065043,c03033100,si
EA06DF0E,c04004410,si
EA0EAEE0,c03038490,si
EA1660D7,c05027190,si
EA1B7D42,c06030870,si
EA311467,c01008500,si
EA39EAC4,c01003090,si
EA4E20E5,c06036040,si
EA4EAFA8,c01001550,si
EA4F0624,c11737080,si
EA7D3C5A,c11210350,si
EA936402,c11807250,si
EAA15B3B,c04001330,si
EAA1D476,c03036620,si
EAB2B5CF,c11010020,si
EAC6A18E,c05020370,si
EAD4F214,c04012500,si
EAD5B7EF,c02028370,si
EAE92B9D,c01004270,si
EAF896CA,c07110060,si
EB04CBB9,c05020270,si
EB169823,c04012400,si
EB17DDD8,c02028270,si
EB2B41AA,c01004370,si
EB3AFCFD,c07110160,si
EB442686,c11715010,si
EB4F9C34,c02023810,si
EB57D4AF,c11500880,si
EB5F4109,c11721090,si
EB63310C,c04001230,si
EB63BE41,c03036720,si
EB686617,c02021220,si
EB70DFF8,c11010120,si
EB71C521,c11190080,si
EB871EB4,c05028480_5000,no
EB8C4AD2,c06036140,si
EB8CC59F,c01001450,si
EB960B9C,c11703100,si
EBB36D5A,c02020900,si
EBBD5BFF,c02023370,si
EBBF566D,c11210250,si
EBCCC4D7,c03038590,si
EBCFE222,c02024500,si
EBD40AE0,c05027090,si
EBF37E50,c01008400,si
EBFB80F3,c01003190,si
EC1E7504,c02028670,si
EC1F30FF,c04012000,si
EC22663B,c06033260,si
EC22E976,c01004770,si
EC3A10B6,c11500880,si
EC4A6D58,c04014830,si
EC6A169D,c03036320,si
EC6A99D0,c04001630,si
EC72D8AA,c05029620,si
EC856D43,c01001050,si
EC85E20E,c06036540,si
EC8D5BD8,c07130130,si
EC975DE3,c11708090,si
EC984042,c04002920,si
ECB341FC,c02024410_5000,no
ECC56C0B,c03038190,si
ECC64AFE,c02024100,si
ECCD1DE5,c04004110,si
ECCD92A8,c03033400,si
ECD030E4,c01007860,si
ECDDA23C,c05027490,si
ECF04F87,c04000090_5100,no
ECF2282F,c01003590,si
ECF381A3,c11735040,si
ECF9D124,c08020130,si
ECFAD68C,c01008000,si
ECFF22DC,c11802070,si
ED0512EA,c11030070,si
ED07063C,c03038090,si
ED0F77D2,c04004010,si
ED125AD3,c01007960,si
ED1FC80B,c05027590,si
ED304218,c01003490,si
ED3225B0,c04000090_5000,no
ED38BCBB,c01008100,si
ED3BBB13,c08020030,si
ED3FF528,c05020700_5000,no
ED470774,c01001150,si
ED478839,c06036440,si
ED4F31EF,c07130030,si
ED5A2A75,c04002820,si
ED609970,c11500860,si
ED88076F,c04014930,si
ED955E0B,c04003710_5000,no
EDA87CAA,c03036220,si
EDA8F3E7,c04001730,si
EDB0B29D,c05029720,si
EDC434E5,c04000100,si
EDDC1F33,c02028770,si
EDDD5AC8,c04012100,si
EDE08341,c01004670,si
EDE3C68E,c11723050,si
EE2C2789,c04001530,si
EE2CA8C4,c03036020,si
EE3185C5,c06035950,si
EE3466F3,c05029520,si
EE3F5E67,c11090500,si
EE4E4F11,c11230100,si
EE58CB5D,c02028570,si
EE598EA6,c04012300,si
EE64572F,c01004470,si
EE69C5F7,c05024880,si
EE79F563,c03030810,si
EE7E992C,c11706120,si
EE83D252,c03038290,si
EE8B2CF1,c03033700,si
EE8BA3BC,c04004210,si
EE9B1C65,c05027790,si
EEACB436,c11710030,si
EEB49676,c01003690,si
EEB94E3F,c11160070,si
EEBC68D5,c01008300,si
EEC35C57,c06036640,si
EEC3D31A,c01001350,si
EED30FF9,c11719060,si
EEE3B9E3,c04000030,si
EEF36D3A,c07060030,si
EEF90438,c04000010,si
EF013660,c06036740,si
EF01B92D,c01001250,si
EF41B865,c03038390,si
EF429E90,c02024300,si
EF49C98B,c04004310,si
EF597652,c05027690,si
EF64587A,c04002910_5000,no
EF6EDE01,c11710130,si
EF76FC41,c01003790,si
EF7E02E2,c01008200,si
EF8425D3,c01000880,si
EF89B70B,c05020470,si
EF9AA16A,c02028470,si
EF9BE491,c04012200,si
EFA63D18,c01004570,si
EFA6B255,c06033060,si
EFBB9F54,c03030910,si
EFBCF31B,c11706020,si
EFC52BF1,c11140520,si
EFCEF359,c05021900_5000,no
EFE51AA5,c02021420,si
EFEE4DBE,c04001430,si
EFEEC2F3,c03036120,si
EFF3EFF2,c06035850,si
EFF60CC4,c05029420,si
F0002252,c11730070,si
F00C1906,c05026950,si
F00C812D,c11807040,si
F015D85B,c11140030,si
F02D50E0,c11010230,si
F02DC7FA,c11090110,si
F03E3159,c03036430,si
F03EBE14,c04001120,si
F04A52C0,c02028160,si
F04B173B,c04012710,si
F0545934,c06037880,si
F05CD68C,c11230510,si
F05FFB5E,c07040070,si
F060B4A8,c02027900,si
F076CEB2,c01004060,si
F08985F8,c05027380,si
F0914BCF,c03038680,si
F0926D3A,c02024610,si
F0A60FEB,c01003280,si
F0ABF79F,c02023810,si
F0AEF148,c01008710,si
F0B9CEA9,c04011800,si
F0D14A87,c01001740,si
F0D1C5CA,c06036250,si
F0E2D975,c11210140,si
F110657F,c11726060,si
F11320B0,c01001640,si
F113AFFD,c06036350,si
F120B342,c11210040,si
F14BEFCF,c05027280,si
F150070D,c02024710,si
F15321F8,c03038780,si
F15BDF5B,c03033210,si
F16465DC,c01003380,si
F16C9B7F,c01008610,si
F17BA49E,c04011900,si
F18838F7,c02028060,si
F1897D0C,c04012610,si
F19B2E96,c05020060,si
F1A2DE9F,c02027800,si
F1B4A485,c01004160,si
F1CEEB1A,c11807140,si
F1D10434,c08080050,si
F1D7B26C,c11140130,si
F1EFADCD,c11090010,si
F1F78338,c02021030,si
F1FC5B6E,c03036530,si
F1FCD423,c04001020,si
F20CEC99,c02028260,si
F20DA962,c04012410,si
F23070EB,c01004360,si
F2447048,c11721080,si
F26AF460,c11190090,si
F26BEEB9,c11010130,si
F2735756,c02021230,si
F278004D,c04001220,si
F2788F00,c03036730,si
F2977B93,c06036150,si
F297F4DE,c01001440,si
F2A4672C,c11210240,si
F2A85C1B,c02020910,si
F2B8250A,c11907090_notplayer,no
F2CF3BA1,c05027080,si
F2D4D363,c02024510,si
F2D7F596,c03038580,si
F2DF0B35,c03033010,si
F2E0B1B2,c01003180,si
F2E84F11,c01008410,si
F3004C03,c06030860,si
F30D5196,c05027180,si
F3159FA1,c03038480,si
F316B954,c02024410,si
F31D6102,c03033110,si
F322DB85,c01003080,si
F32A2526,c01008510,si
F34F50EA,c11703010,si
F3543765,c11737090,si
F35511A4,c06036050,si
F3559EE9,c01001540,si
F3660D1B,c11210340,si
F3827DD1,c11010060,si
F3885543,c11807240,si
F38BEA43,c07020070,si
F39D7DF0,c11715100,si
F3A9848E,c11010030,si
F3BA6A7A,c04001320,si
F3BAE537,c03036630,si
F3CE86AE,c02028360,si
F3CFC355,c04012510,si
F3DD90CF,c05020360,si
F3E3A78B,c07110070,si
F3F21ADC,c01004260,si
F404F94A,c05027580,si
F4096B92,c01007970,si
F41C377D,c03038080,si
F41E23AB,c11030060,si
F41F1188,c02024010,si
F4208A52,c08020020,si
F4238DFA,c01008110,si
F4296568,c02024500,si
F42B7359,c01003480,si
F4411B34,c04002830,si
F45400AE,c07130020,si
F45C3635,c01001140,si
F45CB978,c06036450,si
F47BA831,c11500870,si
F493362E,c04014920,si
F4B34DEB,c03036230,si
F4B3C2A6,c04001720,si
F4C66B89,c04012110,si
F4C72E72,c02028760,si
F4F8F7CF,c11723040,si
F4FBB200,c01004660,si
F50401BE,c04012010,si
F5054445,c02028660,si
F51D6F93,c04000010,si
F539577A,c06033270,si
F539D837,c01004760,si
F5515C19,c04014820,si
F569E9EB,c05029630,si
F56FFCCE,stairs000001,no
F57127DC,c03036330,si
F571A891,c04001620,si
F5730FC4,c11500880,si
F5837103,c04002930,si
F58C6CA2,c11708080,si
F5966A99,c07130120,si
F59E5C02,c01001040,si
F59ED34F,c06036550,si
F5C6937D,c05027480,si
F5CB01A5,c01007870,si
F5D62CA4,c04004100,si
F5DC499C,c11030160,si
F5DD7BBF,c02024110,si
F5DE5D4A,c03038180,si
F5E1E7CD,c01008010,si
F5E2E065,c08020120,si
F5E4139D,c11802060,si
F5E8B0E2,c11735050,si
F5E8D7A2,c02023520,si
F5E9196E,c01003580,si
F61A0721,c06036750,si
F61A886C,c01001240,si
F6205F4E,c04000100,si
F6424713,c05027680,si
F6527787,c03033610,si
F652F8CA,c04004300,si
F659AFD1,c02024310,si
F65A8924,c03038380,si
F6601549,c11160160,si
F66533A3,c01008210,si
F66DCD00,c01003780,si
F675EF40,c11710120,si
F680D5D0,c04012210,si
F681902B,c02028460,si
F68F15FF,c04003240_5100,no
F68FCCA3,c05023310_5000,no
F692864A,c05020460,si
F6971467,c11230010,si
F69F1492,c01000890,si
F6A0AE15,c03030900,si
F6A7C25A,c11706030,si
F6BD0C59,c01004560,si
F6BD8314,c06033070,si
F6CBEDD0,npc2323,si
F6DE1AB0,c11140530,si
F6E8DEB3,c06035840,si
F6ED3D85,c05029430,si
F6F29FFD,c11700800,si
F6F57CFF,c04001420,si
F6F5F3B2,c03036130,si
F6FE2BE4,c02021430,si
F7246F26,c11090510,si
F72AB484,c06035940,si
F72F57B2,c05029530,si
F73716C8,c04001520,si
F7379985,c03036030,si
F742BFE7,c04012310,si
F743FA1C,c02028560,si
F750EC7D,c05020560,si
F7557E50,c11230110,si
F75F83DA,c03032210,si
F772F4B6,c05024890,si
F77F666E,c01004460,si
F7802D24,c05027780,si
F7901DB0,c03033710,si
F798E313,c03038280,si
F79BC5E6,c02024210,si
F7A27F7E,c11160060,si
F7A75994,c01008310,si
F7AFA737,c01003680,si
F7B78577,c11710020,si
F7C83EB8,c11719070,si
F7D86D16,c06036650,si
F7D8E25B,c01001340,si
F7E85C7B,c07060020,si
F8033562,c11220130,si
F814F4D5,c04002330,si
F82E47D0,c11500370,si
F8460B02,c02024500,si
F85C8473,c01007270,si
F8615DFA,c04011500,si
F87833D7,c04003500,si
F8871231,c07020080,si
F88C452A,c01000090,si
F89E758A,c11709050,si
F8B3FFAD,c03030100,si
F8B827FB,c02027400,si
F8C6D9CF,c04014220,si
F8CC4462,c03039150,si
F8E6A20A,c03036930,si
F8F398CD,c08130080,si
F8F4344C,c11170040,si
F8FB0046,c01002550,si
F8FB8F0B,c06035040,si
F904B3F8,c04014320,si
F90E2E55,c03039050,si
F916E062,c05026550,si
F923A472,c11700100,si
F924C83D,c03036830,si
F92C2F17,c07090020,si
F9365E7B,c11170140,si
F9396A71,c01002450,si
F939E53C,c06035140,si
F94EA050,c06037480,si
F961A50E,c05024090,si
F97A4DCC,c02027500,si
F97C7D7E,c07070100,si
F9885182,c11150510,si
F9955CBE,c07010010,si
F99E6109,c06030660,si
F99EEE44,c01007370,si
F9A337CD,c04011400,si
F9B16457,c05023270,si
F9C15F55,c11220030,si
F9D69EE2,c04002230,si
F9DDC9F9,c02022220,si
F9EAEEE7,c11722090,si
F9EC2DE7,c11500270,si
F9F18968,c11716010,si
FA0F66C5,c03038880,si
FA1A3A2A,c01007170,si
FA1AB567,c06030460,si
FA27E3A3,c04011600,si
FA30DC42,c01008910,si
FA35B039,c05023070,si
FA3ADF9E,c03031700,si
FA458B3B,c11220230,si
FA4F678D,c01001940,si
FA524A8C,c04002030,si
FA650EA8,c06039430,si
FA68F989,c11500070,si
FA806796,c04014120,si
FA8A02AE,c11020140,si
FA92340C,c05026750,si
FAA7701C,c11700300,si
FAB4AB57,c08030100,si
FABD3152,c06035340,si
FABDBE1F,c01002650,si
FABEFBD0,c11725070,si
FAC70307,c02020900,si
FAD53A31,c04012910,si
FAE322E8,c11748020,si
FAFE99A2,c02027700,si
FB089144,c01000290,si
FB175006,c04012810,si
FB2148DF,c11748120,si
FB372BC3,c03030300,si
FB3CF395,c02027600,si
FB420DA1,c04014020,si
FB486899,c11020040,si
FB4FC418,c08060080,si
