# Para traducir los marcadores <FUL:ENDO> de los textos del juego.
# clave = el apellido en romaji en mayusculas, que es lo que
# el marcador lleva dentro. Lo genera
# herramientas/construir_marcadores.py (NOTAS O-98).
clave,tipo,completo,nombre,apellido
EXCONSEJERO DE NORTHBRIGHT,persona,Exconsejero de Northbright,,
EXCONSEJERODENORTHBRIGHT,persona,Exconsejero de Northbright,,
EYELASHES,persona,Cara,,
EZAWA,persona,,,
EZAWA SEIA,persona,Danica Wynn,,
EZAWASEIA,persona,Danica Wynn,,
E⇔ED,persona,e⇔ed,,
FA NEEL,persona,Zed Kyu,,
FABIO,persona,Marcos,,
FABIO ESTEVE,persona,Marcos Canales,,
FABIOESTEVE,persona,Marcos Canales,,
FADAM,persona,,,
FADDO,persona,Pharos,,
FADDO RADON,persona,Pharos Radris,,
FADDORADON,persona,Pharos Radris,,
FADORA,persona,,,
FAIRLY,persona,FAYEUX,,
FAL,persona,Farooq,,
FAL FAROOQ,persona,Faraz Farooq,,
FALCON,persona,Falcon,,
FALCON ALI,persona,Falcon Al-Saqir,,
FALCONALI,persona,Falcon Al-Saqir,,
FALCÃO,persona,Da Silva,,
FALCÃO DA SILVA,persona,Falcão Da Silva,,
FALCÃODASILVA,persona,Falcão Da Silva,,
FALFAROOQ,persona,Faraz Farooq,,
FAN,persona,Flambo,,
FAN AFABLE DE NORTHBRIGHT,persona,Fan afable de Northbright,,
FAN DE DON GORILO,persona,Fan de Don Gorilo,,
FAN DE LA UMIBURGUESA,persona,Fan de la umiburguesa,,
FAN DE LAS HAMBURGESAS,persona,Fan de las hamburgesas,,
FAN DE LAS PELIS,persona,Fan de las pelis,,
FAN DE LAS PLAYAS,persona,Fan de las playas,,
FAN DE LOS DELANTEROS,persona,Fan de los delanteros,,
FAN DE LOS PORTEROS,persona,Fan de los porteros,,
FAN DE LOS RESORTS,persona,Fan de los resorts,,
FAN DE NORTHBRIGHT,persona,Fan de Northbright,,
FAN DE RAIKA,persona,Fan de Raika,,
FAN DE RAIKA DE SEGUNDO,persona,Fan de Raika de segundo,,
FAN DE TODO EL CLUB DE BÉISBOL,persona,Fan de todo el club de béisbol,,
FAN DE YAGYU,persona,Fan de Thierry,,
FAN DEL FÚTBOL,persona,Fan del fútbol,,
FAN DEL RAIMON,persona,Fan del Raimon,,
FAN ESPERANDO AL CLUB DE BÉISBOL,persona,Fan esperando al club de béisbol,,
FAN SECRETA DEL CLUB DE BÉISBOL,persona,Fan secreta del club de béisbol,,
FAN SECRETO DEL FÚTBOL,persona,Fan secreto del fútbol,,
FANA,persona,FANA,,
FANAFABLEDENORTHBRIGHT,persona,Fan afable de Northbright,,
FANDAM,persona,SEGARRA,,
FANDEDONGORILO,persona,Fan de Don Gorilo,,
FANDELASHAMBURGESAS,persona,Fan de las hamburgesas,,
FANDELASPELIS,persona,Fan de las pelis,,
FANDELASPLAYAS,persona,Fan de las playas,,
FANDELAUMIBURGUESA,persona,Fan de la umiburguesa,,
FANDELFÚTBOL,persona,Fan del fútbol,,
FANDELOSDELANTEROS,persona,Fan de los delanteros,,
FANDELOSPORTEROS,persona,Fan de los porteros,,
FANDELOSRESORTS,persona,Fan de los resorts,,
FANDELRAIMON,persona,Fan del Raimon,,
FANDENORTHBRIGHT,persona,Fan de Northbright,,
FANDERAIKA,persona,Fan de Raika,,
FANDERAIKADESEGUNDO,persona,Fan de Raika de segundo,,
FANDETODOELCLUBDEBÉISBOL,persona,Fan de todo el club de béisbol,,
FANDEYAGYU,persona,Fan de Thierry,,
FANEEL,persona,Zed Kyu,,
FANESPERANDOALCLUBDEBÉISBOL,persona,Fan esperando al club de béisbol,,
FANI,persona,Zed,,
FANOS,persona,JIVER,,
FANSECRETADELCLUBDEBÉISBOL,persona,Fan secreta del club de béisbol,,
FANSECRETODELFÚTBOL,persona,Fan secreto del fútbol,,
FANTA,persona,FLAMBOYANZI,,
FANTA JIA,persona,Bombasta Flamboyanzi,,
FANTAJIA,persona,Bombasta Flamboyanzi,,
FANÁTICA NOVATA,persona,Fanática novata,,
FANÁTICANOVATA,persona,Fanática novata,,
FARHAD,persona,Belikov,Belikov,Belikov
FARHAD GILIK,persona,Jazzar Belikov,Jazzar,Belikov
FARHADGILIK,persona,Jazzar Belikov,Jazzar,Belikov
FARIO,persona,FAVREAU,,
FAROOQ,persona,FAROOQ,,
FASTA,persona,VITESSE,,
FEDERICO,persona,,,
FEDERICO DAZRO,persona,Jordi Belloch,,
FEDERICO RUBIERA,persona,Federico Rubiera,,
FEDERICODAZRO,persona,Jordi Belloch,,
FEDERICORUBIERA,persona,Federico Rubiera,,
FEI,persona,,,
FEI RUNE,persona,Fei Rune,Fei,Rune
FEIRUNE,persona,Fei Rune,Fei,Rune
FERMÍN,persona,Íñigo,,
FERMÍN SÁNCHEZ,persona,Alfonso Íñigo,,
FERMÍNSÁNCHEZ,persona,Alfonso Íñigo,,
FERNANDO DAVINO,persona,Andrés Alonso,,
FERNANDODAVINO,persona,Andrés Alonso,,
FEROMONA,persona,FEROMONA,,
FETTA,persona,,,
FEZ,persona,Fez,,
FEZUN,persona,FEZUN,,
FFIの[抽選/ちゅうせん],persona,FFIの[抽選/ちゅうせん],,
FIBBIANO,persona,CASTELL,,
FIDEOS TERMALES,sitio,Fideos termales,Fideos termales,Fideos termales
FIDEOSTERMALES,sitio,Fideos termales,Fideos termales,Fideos termales
FIDIO,persona,Bianchi,Bianchi,Bianchi
FIDIO & KIDO,persona,Paolo y Jude,,
FIDIO ARDENA,persona,Paolo Bianchi,Paolo,Bianchi
FIDIO&KIDO,persona,Paolo y Jude,,
FIDIOARDENA,persona,Paolo Bianchi,Paolo,Bianchi
FIGLAN,persona,FURMAN,,
FIGURE,persona,Formby,,
FILE,persona,Binder,,
FINO,persona,Foscari,Foscari,Foscari
FIREN,persona,Florence,,
FIST,persona,Brutus,,
FLAMINGO,persona,Poseur,,
FLANGER,persona,Byrd,,
FLANMIR,persona,FLANMIR,,
FLARE,persona,Flare,Flare,Flare
FLASH,persona,Roc,,
FLASH HANIWA,persona,Roc Nasr,,
FLASHHANIWA,persona,Roc Nasr,,
FLASK,persona,Tex,,
FLEHL,persona,Flehl,Flehl,Flehl
FLINT HEUTCH,persona,Flint Heutch,,
FLINTHEUTCH,persona,Flint Heutch,,
FOGARA,persona,Foggara,,
FOGARA KANART,persona,Foggara Kanart,,
FOGARAKANART,persona,Foggara Kanart,,
FOM,persona,CEE,,
FOOL,persona,,,
FORCE,persona,Bunner,,
FORCHO,persona,FAUCHE,,
FORK,persona,Trey,,
FORMIGA,persona,Clemens,,
FORMIGA CLEMENS,persona,Formiga Clemens,,
FORMIGACLEMENS,persona,Formiga Clemens,,
FOTÓGRAFA PERFECCIONISTA,persona,Fotógrafa perfeccionista,,
FOTÓGRAFAPERFECCIONISTA,persona,Fotógrafa perfeccionista,,
FOW,persona,Tudas,,
FOW TUDAS,persona,Fow Tudas,,
FOWTUDAS,persona,Fow Tudas,,
FOX,persona,,,
FRAN,persona,,,
FRANGO,persona,,,
FRANKEN,persona,Franky,,
FRANZ,persona,,,
FRANZ PUJOL,persona,Francis Poujol,,
FRANZ VIOLET,persona,Roost Dubois,,
FRANZPUJOL,persona,Francis Poujol,,
FRANZVIOLET,persona,Roost Dubois,,
FREDDY,persona,McQueen,,
FREDDY MCQUEEN,persona,Freddy McQueen,,
FREDDYMCQUEEN,persona,Freddy McQueen,,
FREIRE,persona,FERREIRA,,
FRITZ,persona,FARBER,,
FRODENO,persona,FLIEDNER,,
FROST,persona,,,
FROY,persona,Allegrov,Allegrov,Allegrov
FROY GIRIKANAN,persona,Alexander Allegrov,Alexander,Allegrov
FROYGIRIKANAN,persona,Alexander Allegrov,Alexander,Allegrov
FRYLER,persona,THAREOS,,
FUAI,persona,BINDER,,
FUAI RU,persona,Colin Binder,,
FUAIRU,persona,Colin Binder,,
FUANJI,persona,TREECE,,
FUANJI SANKURO,persona,Stan Treece,,
FUANJISANKURO,persona,Stan Treece,,
FUBUKI,persona,Froste,Froste,Froste
FUBUKI ATSUYA,persona,Aiden Froste,Aiden,Froste
FUBUKI SHIRO,persona,Shawn Froste,Shawn,Froste
FUBUKIATSUYA,persona,Aiden Froste,Aiden,Froste
FUBUKISHIRO,persona,Shawn Froste,Shawn,Froste
FUCHO,persona,,,
FUCHO ITSUKI,persona,Prue Scription,,
FUCHOITSUKI,persona,Prue Scription,,
FUDA,persona,,,
FUDA HITARU,persona,Avan Floane,,
FUDAHITARU,persona,Avan Floane,,
FUDAI,persona,,,
FUDAI BANZO,persona,Rondo Harmond,,
FUDAIBANZO,persona,Rondo Harmond,,
FUDANA,persona,,,
FUDANA SATOSHI,persona,Cardin Hands,,
FUDANASATOSHI,persona,Cardin Hands,,
FUDANO,persona,,,
FUDANO CHOJI,persona,Will Whist,,
FUDANO KIRIMASA,persona,Launce Berton,,
FUDANOCHOJI,persona,Will Whist,,
FUDANOKIRIMASA,persona,Launce Berton,,
FUDEMARU,persona,Lorenzo Dellart,Lorenzo,Dellart
FUDETA,persona,,,
FUDETA TAKASHI,persona,Bill Wordsworthy,,
FUDETATAKASHI,persona,Bill Wordsworthy,,
FUDEYAMA,persona,FIELDING,,
FUDEYAMA TOME,persona,Tammy Fielding,,
FUDEYAMATOME,persona,Tammy Fielding,,
FUDO,persona,Stonewall,Stonewall,Stonewall
FUDO AKIO,persona,Caleb Stonewall,Caleb,Stonewall
FUDOAKIO,persona,Caleb Stonewall,Caleb,Stonewall
FUDOYAMA,persona,,,
FUDOYAMA UZEN,persona,Adam Montayne,,
FUDOYAMAUZEN,persona,Adam Montayne,,
FUEMIZU,persona,,,
FUEMIZU SHINOBU,persona,Shiv Allrie,,
FUEMIZUSHINOBU,persona,Shiv Allrie,,
FUERUME,persona,MODELLE,,
FUERUME SHINJU,persona,Mireille Modelle,,
FUERUMESHINJU,persona,Mireille Modelle,,
FUEZU,persona,MONKTON,,
FUEZU SHUNYA,persona,Fez Monkton,,
FUEZUSHUNYA,persona,Fez Monkton,,
FUGAKU,persona,,,
FUGAKU ATSUSHI,persona,Dave Chaucer,,
FUGAKUATSUSHI,persona,Dave Chaucer,,
FUHITO,persona,Romeo,,
FUJI,persona,,,
FUJI BAKU,persona,Grim Jinxweaver,,
FUJI CHIHIRO,persona,Ben Nevis,,
FUJIBAKU,persona,Grim Jinxweaver,,
FUJIBAYASHI,persona,,,
FUJIBAYASHI NAGATO,persona,Newton Flust,,
FUJIBAYASHINAGATO,persona,Newton Flust,,
FUJICHIHIRO,persona,Ben Nevis,,
FUJIEDA,persona,IDER,,
FUJIEDA NUNOKA,persona,Nolene Ider,,
FUJIEDANUNOKA,persona,Nolene Ider,,
FUJIKARU,persona,,,
FUJIKARU TEIN,persona,Griffin Fastwell,,
FUJIKARUTEIN,persona,Griffin Fastwell,,
FUJIKI,persona,,,
FUJIKI TATSUHIKO,persona,Chandler Blanc,,
FUJIKITATSUHIKO,persona,Chandler Blanc,,
FUJIMARU,persona,Strongwater,Strongwater,Strongwater
FUJIMARU KEI,persona,Francis Tell,,
FUJIMARUKEI,persona,Francis Tell,,
FUJIMI,persona,Undead,,
FUJIMOTO,persona,,,
FUJIMOTO HISAO,persona,Beat Scatton,,
FUJIMOTOHISAO,persona,Beat Scatton,,
FUJIMURA,persona,,,
FUJIMURA YAIBA,persona,Will Racer,,
FUJIMURAYAIBA,persona,Will Racer,,
FUJINAMI,persona,,,
FUJINAMI TAKAMASA,persona,Tyson Moodey,,
FUJINAMITAKAMASA,persona,Tyson Moodey,,
FUJINO,persona,,,
FUJINO KAMATARI,persona,Histrion Etcher,,
FUJINOKAMATARI,persona,Histrion Etcher,,
FUJISAKI,persona,,,
FUJISAKI SANSEI,persona,Rob Burnsides,,
FUJISAKISANSEI,persona,Rob Burnsides,,
FUJITA,persona,,,
FUJITA FUTOSHI,persona,Travis Borer,,
FUJITA SUMITOMO,persona,Bart Black,,
FUJITAFUTOSHI,persona,Travis Borer,,
FUJITASUMITOMO,persona,Bart Black,,
FUJIUCHI,persona,SITTER,,
FUJIUCHI MAYUMI,persona,Bailey Sitter,,
FUJIUCHIMAYUMI,persona,Bailey Sitter,,
FUJIWARA,persona,,,
FUJIWARA MICHINAGA,persona,Florian Hutter,,
FUJIWARAMICHINAGA,persona,Florian Hutter,,
FUJIYABU,persona,,,
FUJIYABU SHIGESATO,persona,Fedrin Fennley,,
FUJIYABUSHIGESATO,persona,Fedrin Fennley,,
FUKA,persona,,,
FUKADA,persona,FISCHE,,
FUKADA GAKU,persona,Douglas Fische,,
FUKADAGAKU,persona,Douglas Fische,,
FUKAKURA,persona,KELLER,,
FUKAKURA HANNA,persona,Hanah Keller,,
FUKAKURAHANNA,persona,Hanah Keller,,
FUKAMI,persona,,,
FUKAMI DANDO,persona,Ishmael Ahab,,
FUKAMICHI,persona,,,
FUKAMICHI AKIMI,persona,Equin Knocks,,
FUKAMICHIAKIMI,persona,Equin Knocks,,
FUKAMIDANDO,persona,Ishmael Ahab,,
FUKAMURA,persona,CRANKER,,
FUKAMURA SHINTARO,persona,Hank Cranker,,
FUKAMURASHINTARO,persona,Hank Cranker,,
FUKAO,persona,,,
FUKAO KOKI,persona,Robin Traylor,,
FUKAOKOKI,persona,Robin Traylor,,
FUKAWA,persona,,,
FUKAWA REIKO,persona,Louisa Borde,,
FUKAWA YOSHIMASA,persona,Dash Dotter,,
FUKAWAREIKO,persona,Louisa Borde,,
FUKAWAYOSHIMASA,persona,Dash Dotter,,
FUKAYA,persona,SQUAREYES,,
FUKAYA TATSUHITO,persona,Simeon Squareyes,,
FUKAYATATSUHITO,persona,Simeon Squareyes,,
FUKAZAWA,persona,,,
FUKAZAWA NENJI,persona,Brody Gloom,,
FUKAZAWANENJI,persona,Brody Gloom,,
FUKI,persona,,,
FUKI REIICHIRO,persona,Reese Fryer,,
FUKIISHI,persona,,,
FUKIISHI KOTARO,persona,Norm Drilling,,
FUKIISHIKOTARO,persona,Norm Drilling,,
FUKIKOSHI,persona,,,
FUKIKOSHI ITTOKU,persona,Shylock Watson,,
FUKIKOSHIITTOKU,persona,Shylock Watson,,
FUKIREIICHIRO,persona,Reese Fryer,,
FUKITA,persona,,,
FUKITA TOYOJI,persona,Clifford Chillard,,
FUKITATOYOJI,persona,Clifford Chillard,,
FUKO,persona,Scentg.,,
FUKUDA,persona,,,
FUKUDA MITSUHISA,persona,Chester Takes,,
FUKUDA ROTARO,persona,Tawny Screech,,
FUKUDAMITSUHISA,persona,Chester Takes,,
FUKUDAROTARO,persona,Tawny Screech,,
FUKUDOME,persona,,,
FUKUDOME OTOMI,persona,Flo Nighting,,
FUKUDOMEOTOMI,persona,Flo Nighting,,
FUKUE,persona,REVERT,,
FUKUE CHO,persona,Papilla Revert,,
FUKUECHO,persona,Papilla Revert,,
FUKUHARA,persona,BOYDE,,
FUKUHARA NOEMI,persona,Toya Boyde,,
FUKUHARANOEMI,persona,Toya Boyde,,
FUKUHIRA,persona,STONEWELL,,
FUKUHIRA ROBO,persona,Damian Stonewell,,
FUKUHIRAROBO,persona,Damian Stonewell,,
FUKUI,persona,,,
FUKUI SAKUHEI,persona,Luke Lively,,
FUKUISAKUHEI,persona,Luke Lively,,
FUKUKAWA,persona,,,
FUKUKAWA YOKO,persona,Vanity Percy,,
FUKUKAWAYOKO,persona,Vanity Percy,,
FUKUMI,persona,,,
FUKUMI MIO,persona,Max Fortune,,
FUKUMIMIO,persona,Max Fortune,,
FUKUNE,persona,CLERIC,,
FUKUNE KENJI,persona,Simon Cleric,,
FUKUNEKENJI,persona,Simon Cleric,,
FUKUOJI,persona,VOLEI,,
FUKUOJI MAIKO,persona,Severin Volei,,
FUKUOJIMAIKO,persona,Severin Volei,,
FUKUOKA,persona,,,
FUKUOKA TAKEO,persona,Sam O'Reilly,,
FUKUOKATAKEO,persona,Sam O'Reilly,,
FUKURA,persona,Felicier,Felicier,Felicier
FUKURA MUSUBI,persona,Antonia Felicier,Antonia,Felicier
FUKURAMUSUBI,persona,Antonia Felicier,Antonia,Felicier
FUKUREDA,persona,MOSS,,
FUKUREDA MARIMO,persona,Lykan Moss,,
FUKUREDAMARIMO,persona,Lykan Moss,,
FUKURO,persona,,,
FUKURO TETSUYA,persona,Ed Ison,,
FUKUROGUMA,persona,,,
FUKUROGUMA TERUYUKI,persona,Cole Bear,,
FUKUROGUMATERUYUKI,persona,Cole Bear,,
FUKUROKU,persona,,,
FUKUROKU GOJI,persona,Froclan Junn,,
FUKUROKUGOJI,persona,Froclan Junn,,
FUKUROSAKI,persona,,,
FUKUROSAKI TAKUJI,persona,Kevin Doors,,
FUKUROSAKITAKUJI,persona,Kevin Doors,,
FUKUROTETSUYA,persona,Ed Ison,,
FUKUSA,persona,,,
FUKUSA KENSUI,persona,Barley Coldholt,,
FUKUSAKENSUI,persona,Barley Coldholt,,
FUKUSHI,persona,,,
FUKUSHI HIROYUKI,persona,Berty Adman,,
FUKUSHIHIROYUKI,persona,Berty Adman,,
FUKUSHIMA,persona,,,
FUKUSHIMA HATSUSHI,persona,Stu Born,,
FUKUSHIMAHATSUSHI,persona,Stu Born,,
FUKUTSU,persona,,,
FUKUTSU SAKUYA,persona,Vince Bull,,
FUKUTSUSAKUYA,persona,Vince Bull,,
FUKUYAMA,persona,,,
FUKUYAMA KURUSU,persona,Will Lusion,,
FUKUYAMAKURUSU,persona,Will Lusion,,
FUKUZAWA,persona,,,
FUKUZAWA DOKICHI,persona,Elric Spiech,,
FUKUZAWADOKICHI,persona,Elric Spiech,,
FUMA,persona,,,
FUMA KOHEITA,persona,Phil Wingate,,
FUMAKOHEITA,persona,Phil Wingate,,
FUMI-CHAN,persona,Katie,,
FUMIKAGE,persona,,,
FUMIKAGE CHINO,persona,Chayce Golana,,
FUMIKAGECHINO,persona,Chayce Golana,,
FUMINO,persona,Penelope,,
FUMIO,persona,,,
FUMITA,persona,,,
FUMIZUKI,persona,,,
FUMIZUKI IKUO,persona,Aya Strand,,
FUMIZUKIIKUO,persona,Aya Strand,,
FUNADA,persona,,,
FUNADA MITSUHIRO,persona,Rory Circles,,
FUNADAMITSUHIRO,persona,Rory Circles,,
FUNAKI,persona,,,
FUNAKI HIROMASA,persona,Justin Shipwood,,
FUNAKI YUTO,persona,Sinbad Saylor,,
FUNAKIHIROMASA,persona,Justin Shipwood,,
FUNAKIYUTO,persona,Sinbad Saylor,,
FUNAKYU,persona,Sinbad,,
FUNASHIMA,persona,PERSONATOR,,
FUNASHIMA HIROMICHI,persona,Tim Personator,,
FUNASHIMAHIROMICHI,persona,Tim Personator,,
FUNAYAMA,persona,,,
FUNAYAMA SHOJI,persona,Curtis Rebell,,
FUNAYAMASHOJI,persona,Curtis Rebell,,
FUO,persona,Fuyo,,
FURA,persona,,,
FURA MINGO,persona,Walter Poseur,,
FURA MINKO,persona,Flammie Gonzalez,,
FURAI,persona,,,
FURAI KOTA,persona,Bob Whittle,,
FURAIKOTA,persona,Bob Whittle,,
FURAMINGO,persona,Walter Poseur,,
FURAMINKO,persona,Flammie Gonzalez,,
FURAN,persona,FURAN,,
FURAN KEN,persona,Ken Furan,,
FURANKEN,persona,Ken Furan,,
FURANO,persona,,,
FURANO SHION,persona,Sean Lavender,,
FURANOSHION,persona,Sean Lavender,,
FURANUAME HIDERY,persona,Feriando Hidery,,
FURANUAMEHIDERY,persona,Feriando Hidery,,
FURASONO,persona,,,
FURASONO SERENA,persona,Selena Sopralis,,
FURASONOSERENA,persona,Selena Sopralis,,
FUREIKU,persona,Suzy,,
FUREN,persona,,,
FUREN SHIROYA,persona,Targan Snowbringer,,
FUREN TSUE,persona,Florence Tripps,,
FURENO,persona,STAMP,,
FURENO MIKU,persona,Suzy Stamp,,
FURENOMIKU,persona,Suzy Stamp,,
FURENSHIROYA,persona,Targan Snowbringer,,
FURENTSUE,persona,Florence Tripps,,
FURETA,persona,PORTER,,
FURETA PORTE,persona,Pauletta Porter,,
FURETAPORTE,persona,Pauletta Porter,,
FURETSU,persona,,,
FURETSU HAYAMI,persona,Fletch Blitzen,,
FURETSUHAYAMI,persona,Fletch Blitzen,,
FURO,persona,,,
FURO AKISADA,persona,Pallas Brandish,,
FUROAKISADA,persona,Pallas Brandish,,
FUROSAKI,persona,,,
FUROSAKI HYOHEI,persona,Wheyland Schultz,,
FUROSAKIHYOHEI,persona,Wheyland Schultz,,
FURU,persona,MARIE,,
FURU RIN,persona,Bane Marie,,
FURUFUMI,persona,,,
FURUFUMI JIGEN,persona,Jacob Grimley,,
FURUFUMIJIGEN,persona,Jacob Grimley,,
FURUHASHI,persona,LAINE,,
FURUHASHI SARA,persona,Blossom Laine,,
FURUHASHISARA,persona,Blossom Laine,,
FURUHATA,persona,,,
FURUHATA ATSUSHI,persona,Mark Tinney,,
FURUHATAATSUSHI,persona,Mark Tinney,,
FURUI,persona,,,
FURUI CHIKUZO,persona,Harrey Tagebard,,
FURUICHI,persona,,,
FURUICHI TAKETO,persona,Phil Pagoda,,
FURUICHIKUZO,persona,Harrey Tagebard,,
FURUICHITAKETO,persona,Phil Pagoda,,
FURUIKE,persona,,,
FURUIKE ATSUKI,persona,Burley Billabong,,
FURUIKEATSUKI,persona,Burley Billabong,,
FURUKABU,persona,,,
FURUKABU KOSUKE,persona,Grenson Veteran,,
FURUKABU TAKAO,persona,Janison Veteran,,
FURUKABUKOSUKE,persona,Grenson Veteran,,
FURUKABUTAKAO,persona,Janison Veteran,,
FURUKAWA,persona,TACTOR,,
FURUKAWA TOMO,persona,Adel Tactor,,
FURUKAWATOMO,persona,Adel Tactor,,
FURUKI,persona,,,
FURUKI RYOSUKE,persona,Aldus Ogden,,
FURUKIRYOSUKE,persona,Aldus Ogden,,
FURUMAI,persona,,,
FURUMAI AKINA,persona,Bernadine Banquet,,
FURUMAIAKINA,persona,Bernadine Banquet,,
FURUNISHI,persona,CYPRESS,,
FURUNISHI SHIGERU,persona,Garjan Cypress,,
FURUNISHISHIGERU,persona,Garjan Cypress,,
FURURIN,persona,Bane Marie,,
FURUTAMI,persona,HALCYON,,
FURUTAMI KOKO,persona,Serena Halcyon,,
FURUTAMIKOKO,persona,Serena Halcyon,,
FURUTANI,persona,MOZARTIN,,
FURUTANI FUMINO,persona,Penelope Mozartin,,
FURUTANIFUMINO,persona,Penelope Mozartin,,
FURUTO,persona,,,
FURUTO MEIJI,persona,Nix Pluto,,
FURUTOMEIJI,persona,Nix Pluto,,
FURUYA,persona,,,
FURUYA NOBERU,persona,Phil O'Biblist,,
FURUYAMA,persona,,,
FURUYAMA MASAMI,persona,Marvin Reading,,
FURUYAMAMASAMI,persona,Marvin Reading,,
FURUYANOBERU,persona,Phil O'Biblist,,
FUSAKAWA,persona,KEEP,,
FUSAKAWA KOUME,persona,Prunella Keep,,
FUSAKAWAKOUME,persona,Prunella Keep,,
FUSHI,persona,,,
FUSHI MATSURU,persona,Rob Crombie,,
FUSHIGI,persona,Norma,,
FUSHIKAI,persona,TURNER,,
FUSHIKAI HIROYA,persona,Art Turner,,
FUSHIKAIHIROYA,persona,Art Turner,,
FUSHIKI,persona,,,
FUSHIKI DOYA,persona,Jack Mate,,
FUSHIKIDOYA,persona,Jack Mate,,
FUSHIMATSURU,persona,Rob Crombie,,
FUSHIMI,persona,,,
FUSHIMI SHISHI,persona,Faust Fennrick,,
FUSHIMISHISHI,persona,Faust Fennrick,,
FUTAGOTAMAGAWA,persona,Nigh,Nigh,Nigh
FUTAGOTAMAGAWA TETSUYA,persona,Jimmy Nigh,Jimmy,Nigh
FUTAGOTAMAGAWATETSUYA,persona,Jimmy Nigh,Jimmy,Nigh
FUTAKADO,persona,,,
FUTAKADO NIRO,persona,Wryn Twincrest,,
FUTAKADONIRO,persona,Wryn Twincrest,,
FUTAMOTO,persona,,,
FUTAMOTO IKUMA,persona,Carey Noakie,,
FUTAMOTOIKUMA,persona,Carey Noakie,,
FUTAOMOTE,persona,MINIVER,,
FUTAOMOTE SOKO,persona,Jen Miniver,,
FUTAOMOTESOKO,persona,Jen Miniver,,
FUTASE,persona,,,
FUTASE MOEMI,persona,Taryn Shyder,,
FUTASEMOEMI,persona,Taryn Shyder,,
FUTATSUMIYA,persona,Upshire,Upshire,Upshire
FUTATSUMIYA KINJIRO,persona,Keepie Upshire,Keepie,Upshire
FUTATSUMIYAKINJIRO,persona,Keepie Upshire,Keepie,Upshire
FUTSUNO,persona,FUTSUNO,,
FUTSUNO KONANO,persona,Konano Futsuno,,
FUTSUNOKO,persona,Konano,,
FUTSUNOKONANO,persona,Konano Futsuno,,
FUU,persona,Semburn,,
FUU SENBARUN,persona,Hugh Semburn,,
FUUSENBARUN,persona,Hugh Semburn,,
FUWA,persona,Rendell,Rendell,Rendell
FUWA ALICE,persona,Alice Rendell,Alice,Rendell
FUWA RIBON,persona,Anthea Tussore,,
FUWAALICE,persona,Alice Rendell,Alice,Rendell
FUWARIBON,persona,Anthea Tussore,,
FUYAMA,persona,,,
FUYAMA MINEO,persona,Hoots Knightly,,
FUYAMAMINEO,persona,Hoots Knightly,,
FUYUKA,persona,Travis,Travis,Travis
FUYUKA KUDO,persona,Camellia Travis,,
FUYUKAI,persona,,,
FUYUKAI SUGURU,persona,Frank Wintersea,,
FUYUKAISUGURU,persona,Frank Wintersea,,
FUYUKAKUDO,persona,Camellia Travis,,
FYNIC,persona,,,
GABRIELLA,persona,Luzzago,Luzzago,Luzzago
GABRIELLA AMATI,persona,Clorinda Luzzago,Clorinda,Luzzago
GABRIELLAAMATI,persona,Clorinda Luzzago,Clorinda,Luzzago
GABRINI,persona,GABRINI,,
GACHINSKY,persona,Gachinsky,Gachinsky,Gachinsky
GADAR,persona,Griffon,,
GADAR GHANA,persona,Griffon Al-Qahir,,
GADARGHANA,persona,Griffon Al-Qahir,,
GADGET,persona,Onor,,
GADO,persona,Morell,Morell,Morell
GADO & ITOSHIMA,persona,Vashan y Itor,,
GADO BISHAMARU,persona,Vashan Morell,Vashan,Morell
GADO&ITOSHIMA,persona,Vashan y Itor,,
GADOBISHAMARU,persona,Vashan Morell,Vashan,Morell
GAGARIN,persona,,,
GAGLIANO,persona,GALLIANO,,
GAHANA,persona,GAHANA,,
GAI,persona,,,
GAKU,persona,GAKU,,
GAKU SHINKEN,persona,Shinken Gaku,,
GAKUMICHI,persona,SCORER,,
GAKUMICHI MOTOKA,persona,Steph Scorer,,
GAKUMICHIMOTOKA,persona,Steph Scorer,,
GAKUSHIN,persona,Shinken,,
GAKUSHINKEN,persona,Shinken Gaku,,
GAKUYA,persona,Cadence Soundtown,Cadence,Soundtown
GALAK,persona,Spacek,,
GALARA,persona,Garruk,,
GALARA VINCI,persona,Garruk Vynce,,
GALARAVINCI,persona,Garruk Vynce,,
GALAXIA ELEVEN,persona,Galaxy Eleven,,
GALAXIAELEVEN,persona,Galaxy Eleven,,
GALE,persona,Johann,,
GALES,persona,AHMEDOV,,
GALIUS,persona,GARRIDO,,
GALLAF,persona,Galiaf,,
GALLAF SARATOGA,persona,Galiaf Satonga,,
GALLAFSARATOGA,persona,Galiaf Satonga,,
GALLING,persona,,,
GALLO,persona,CORSINI,,
GAMAISHI,persona,,,
GAMAISHI TSUNEOKI,persona,Adamant Walhalla,,
GAMAISHITSUNEOKI,persona,Adamant Walhalla,,
GAMBERRO SALVAJE A,persona,Gamberro salvaje A,,
GAMBERRO SALVAJE B,persona,Gamberro salvaje B,,
GAMBERRO SALVAJE C,persona,Gamberro salvaje C,,
GAMBERROSALVAJEA,persona,Gamberro salvaje A,,
GAMBERROSALVAJEB,persona,Gamberro salvaje B,,
GAMBERROSALVAJEC,persona,Gamberro salvaje C,,
GAME-KI,persona,Gamer,,
GAMMA,persona,,,
GAMU,persona,AMINTY,,
GAMU KENTARO,persona,Pip Aminty,,
