# Con que fila de stats-tabla.csv se busca cada personaje.
# El rango lo trae el personaje de fabrica y no cambia; la
# rareza de la partida entra como multiplicador (NOTAS O-114).
identidad,posicion,posicion_alt,patron,rango
C4A176E5,3,2,0,0
C4A4E4C8,4,3,0,0
C4B6B752,2,3,1,0
C4B7F2A9,2,4,0,0
C4C39130,2,3,0,0
C4C84966,1,4,0,1
C4DB5F07,2,3,0,3
C4DEBC31,2,3,1,0
C4E87832,1,4,0,0
C4FC2BB7,2,3,0,0
C501744A,2,3,1,1
C501FB07,2,3,0,0
C50A2351,2,3,1,3
C5193530,2,3,1,1
C51CD606,4,3,0,0
C53E4180,3,4,1,0
C53ECECD,2,3,1,0
C54904EC,2,3,1,0
C553CAEF,1,4,0,0
C554A6A0,4,3,1,0
C5631CD2,4,1,0,0
C5668EFF,3,4,0,0
C5735C83,1,3,1,5
C574DD65,4,2,0,0
C575989E,4,2,1,0
C5913B16,2,3,1,0
C593B17D,4,1,1,1
C5941DFC,3,2,1,0
C59A807A,3,4,0,0
C5A6F07F,4,3,0,0
C5ADA764,2,3,1,2
C5C7F97F,1,2,1,1
C5D35950,2,3,0,1
C5E73B81,3,2,0,1
C5EC6C9A,2,3,0,0
C5EE0F94,4,3,0,0
C5EE80D9,1,3,1,0
C5FE5C3A,2,4,0,0
C615EF78,4,3,0,0
C6222411,3,4,0,0
C6284129,1,3,0,1
C629730A,4,1,1,0
C62FEDA8,3,2,1,0
C63F0910,3,2,1,0
C65B6754,3,1,0,0
C668B8F4,4,3,1,0
C66A54B7,4,3,1,0
C66ADBFA,3,4,0,0
C67779B6,1,3,1,2
C6852F69,2,3,1,0
C685A024,2,3,0,0
C68B09DE,2,3,1,4
C69DE15E,3,4,0,2
C6A554AC,3,4,0,0
C6BA1AA3,2,3,1,0
C6BA95EE,1,4,0,0
C6CDD082,3,4,0,0
C6CE954D,3,2,0,0
C6E25A91,4,3,0,0
C6F0090B,3,4,0,0
C6F14CF0,2,3,0,0
C70F35F8,4,3,1,0
C70FBAB5,1,4,0,0
C72B0D11,4,3,0,4
C732633C,2,3,1,0
C73326C7,2,3,1,0
C747455E,4,3,1,0
C7670F62,2,3,1,1
C7673E9B,2,1,1,0
C778FFD9,4,3,1,0
C78AA906,3,4,0,0
C7A0081B,4,3,1,1
C7A7A650,2,3,0,2
C7A83E80,2,3,0,0
C7A8B1CD,1,3,1,0
C7AAD2C3,2,3,1,0
C7B51381,2,3,1,1
C7D2711F,3,4,0,0
C7D482E7,4,3,0,0
C7D7854F,2,4,0,0
C7DED260,4,1,0,0
C7E04E26,1,4,1,0
C7EA2B1E,4,3,0,1
C7EB193D,4,3,1,0
C7FD6327,1,4,1,0
C803D2BB,3,2,0,1
C806BEC0,4,3,0,0
C8118121,1,4,1,0
C81600C7,2,3,1,5
C82C58A8,2,3,1,0
C82CD7E5,4,3,0,0
C8536C2A,2,3,1,0
C85B1DC4,2,4,1,0
C85E9B0B,3,2,1,1
C864280E,1,3,1,1
C873E9B9,2,3,1,3
C879050F,3,4,1,0
C882C9D5,3,4,1,2
C8889952,4,3,0,0
C88B53D0,2,3,1,0
C88BDC9D,3,2,1,0
C891129E,1,3,0,0
C89F4EEC,3,4,0,1
C8A4568E,3,4,0,1
C8B60514,4,3,0,0
C8BC602C,3,2,0,2
C8C32376,4,3,1,0
C8C8FB20,3,4,0,0
C8E358B3,4,3,0,0
C8EC4512,3,2,0,0
C9014941,1,2,1,0
C90A9117,2,3,1,0
C9172A5D,2,1,1,0
C9213284,2,3,1,0
C934291E,3,4,0,2
C940A3E2,2,4,1,2
C94939E7,1,3,1,0
C95378A9,1,2,0,0
C95E9877,3,4,1,4
C9746F23,3,4,0,0
C97E0A1B,4,3,0,2
C9947D00,4,1,1,0
C998DE7F,4,3,0,0
C99977F3,2,3,1,0
C999F8BE,3,4,0,0
C99CF13C,4,3,1,2
C9A64239,2,4,0,0
C9A67F94,1,3,1,1
C9B1838E,4,3,1,2
C9B6FDE0,2,4,1,0
C9BB6F38,3,4,0,1
C9C1B88C,3,4,0,0
C9C4D4F7,4,2,0,0
C9D3EB16,3,4,0,0
C9EE329F,4,3,0,0
CA182552,3,2,0,0
CA1DA39D,2,3,1,0
CA229657,2,3,0,0
CA29C14C,3,2,1,0
CA3557E0,4,3,1,2
CA444696,1,3,1,1
CA456CE2,3,4,0,0
CA573F78,2,3,0,0
CA6AE6F1,1,4,1,0
CA847E78,2,3,1,1
CA8875CB,2,3,1,3
CA8E4579,4,3,1,0
CAA81708,2,3,0,0
CAB19A09,1,2,0,4
CAC06837,1,2,0,0
CAC256CE,4,1,0,0
CACDED89,1,3,1,0
CAD0C088,2,3,1,0
CAD7ACC7,1,4,0,0
CAEF7A0F,3,2,1,0
CAF0BB4D,3,4,0,0
CAFA26E0,4,3,1,0
CB003CF9,4,3,0,0
CB00F04E,2,4,1,4
CB029A2B,3,4,1,3
CB0F08F3,3,4,0,0
CB0F87BE,1,3,1,0
CB12AABF,3,4,0,0
CB15C6F0,4,3,0,0
CB2082E0,1,3,1,1
CB2D1038,2,4,1,0
CB32D17A,4,3,1,0
CB384CD7,3,4,1,0
CB47F718,4,3,0,2
CB4A1FFC,4,3,0,3
CB4C2F4E,2,4,1,0
CB8706D5,3,2,0,0
CB95554F,3,4,0,0
CBA8038B,4,3,1,0
CBA88CC6,2,3,1,0
CBBB7F46,2,3,1,4
CBC7EBEA,1,3,0,0
CBDA4F65,4,1,0,1
CBDFC9AA,2,3,0,0
CBE0FC60,1,3,0,0
CBF73DD7,2,3,1,3
CBFF3D22,4,2,1,0
CC062F62,4,3,0,0
CC06A02F,3,4,1,0
CC10DA35,2,4,0,0
CC1C6E2C,2,3,0,0
CC2437A9,2,3,1,0
CC3B79A6,3,4,0,0
CC409AF2,1,3,0,0
CC458792,2,4,1,0
CC4E5FC4,4,3,0,0
CC53FD88,1,4,0,0
CC54FADE,3,2,0,3
CC5885FA,2,4,0,2
CC6F61FA,3,4,1,0
CC704CCF,3,2,0,0
CC7718BE,3,4,1,1
CC7CEFB0,4,2,0,0
CC8EAE09,3,4,0,0
CC8F847D,4,3,1,1
CC9030C1,4,3,0,0
CC9CFD93,2,3,1,0
CCA1241A,1,3,1,0
CCA1AB57,3,4,0,2
CCB12D84,3,2,1,0
CCB79BDC,3,2,1,2
CCC5B975,1,2,1,4
CCD66176,2,3,1,0
CCDDDA1A,4,1,0,0
CCDE1098,2,3,1,0
CD140B41,4,3,0,0
CD1FB02D,2,3,0,0
CD289733,2,3,1,1
CD333AC4,4,3,0,1
CD3CFF3C,3,4,1,0
CD3FD2EE,4,3,1,1
CD4DEE4A,1,4,1,1
CD5E97A4,3,4,1,0
CD600BE2,2,4,0,0
CD634E2D,2,3,1,0
CD7347B3,3,2,1,2
CD75F1EB,2,3,1,2
CD87EDA5,3,4,1,0
CD8C35F3,1,4,1,0
CD9197BF,4,3,1,0
CDA2DF27,4,3,0,0
CDAD0BCD,1,4,1,0
CDC13E48,2,1,0,0
CDC1A663,2,3,1,1
CDC44555,1,4,1,0
CDD2B002,1,3,1,0
CDDE041B,2,3,0,0
CDE4A0E1,1,3,1,4
CDF91391,1,4,1,0
CE0339CB,1,3,0,0
CE08E19D,1,3,1,0
CE341ED5,3,4,0,0
CE40913B,2,3,1,0
CE4467E5,2,3,1,3
CE5AD075,4,3,0,0
CE6A3172,2,4,1,1
CE7DC7FF,4,1,0,0
CE838E3B,2,3,1,3
CE90DF2F,3,4,0,0
CE98AEC1,2,3,1,1
CEAC435D,4,3,1,0
CEAFEAE5,2,3,1,0
CEB82B52,3,4,1,0
CEBF553C,3,2,0,0
CEDA43CA,4,3,1,0
CEE7150E,2,3,1,3
CEE79A43,2,3,1,0
CF0A7A67,3,4,1,1
CF0ADDD0,1,2,0,0
CF1829FD,2,3,1,0
CF2459F8,4,3,0,0
CF257F39,4,3,0,2
CF25F074,2,3,1,0
CF52B518,1,3,1,0
CF5733D7,3,2,0,0
CF5AC4F6,1,3,1,1
CF6D80D2,1,3,1,0
CF6E296A,1,3,0,0
CF827441,3,2,1,0
CF82FB0C,1,3,1,0
CF84BD3C,1,3,1,0
CF860DD2,2,3,0,0
CF98BA42,3,2,1,0
CFA58BDD,2,3,1,1
CFBFADC8,2,3,1,0
CFC153FC,3,2,0,0
CFCA8BAA,4,3,1,0
CFD747C3,1,3,1,2
CFED136D,1,3,0,0
D00C1B1C,3,1,1,0
D011A056,2,3,1,0
D01A7800,3,4,1,0
D02F185F,2,3,0,2
D03A03C5,4,3,0,0
D04849E8,3,4,0,0
D05208A6,4,3,0,0
D05287EB,4,3,1,0
D05B92A3,3,2,1,2
D05DE84C,2,3,0,4
D05F14ED,2,3,1,5
D0653B5A,4,2,0,2
D06F5E62,2,3,1,0
D08246B2,4,3,0,0
D082C9FF,3,4,0,0
D083EF3E,1,4,0,0
D087C07D,3,4,1,2
D08F4C41,3,4,0,0
D0A05E79,3,4,0,1
D0AAB2CF,3,1,1,2
D0ADCCA1,3,4,0,0
D0BD7378,2,3,1,2
D0C8DA57,1,3,1,0
D0DA89CD,3,4,0,0
D0DFE5B6,1,4,0,0
D0F503DE,4,1,0,0
D10AB060,1,3,1,0
D118E3FA,4,3,0,0
D11D8F81,1,4,1,0
D13769E9,2,4,0,0
D137E6A4,4,3,0,0
D1402C85,1,3,1,0
D145AA4A,2,3,0,0
D1485D6B,4,3,0,1
D18A23DF,3,2,0,0
D1906291,4,3,0,0
D190EDDC,3,4,0,0
D193A813,3,4,0,0
D199F894,3,2,1,0
D1AD3455,4,3,1,0
D1B08725,2,3,1,4
D1BF67CF,4,3,0,1
D1D3CA61,4,3,1,0
D1D81237,4,3,1,0
D1F77453,4,1,0,0
D1F869F2,3,2,0,0
D2099BFE,4,3,1,0
D20EF7B1,4,1,0,0
D21439B2,3,4,0,0
D214B6FF,4,2,0,0
D219AB6A,3,4,0,2
D2237D96,3,4,1,0
D229E03B,4,3,1,0
D230648A,2,3,0,0
D234534B,2,3,1,4
D2362179,2,3,1,0
D23BB3A1,4,3,0,1
D2512EBD,1,2,1,0
D2571E0F,4,3,0,0
D25CC659,2,3,1,1
D28E640E,4,3,0,0
D29C3794,4,3,0,0
D2B332CA,4,3,0,0
D2B3BD87,3,4,1,0
D2BCED3C,1,3,1,0
D2C17E24,4,3,1,0
D2C4F8EB,2,3,1,0
D2DCDAAB,3,2,0,0
D2E40C63,1,4,1,0
D2F09A3A,1,2,1,2
D3031413,4,3,0,0
D30692DC,2,3,1,0
D30FB7F5,2,3,1,4
D3266654,2,3,1,2
D32E66A1,3,1,1,2
D332F00D,2,3,0,1
D339A716,2,3,1,1
D34C0E39,3,4,0,0
D35E5DA3,3,2,0,0
D35F77D7,3,2,1,1
D371D7B0,4,3,0,1
D393448A,4,2,0,1
D3957438,1,3,0,0
D3B32649,3,2,0,0
D3CBF1C9,1,3,1,0
D3CC9D86,2,3,0,0
D3D65385,4,3,1,0
D3D6DCC8,3,4,0,0
D3D9678F,3,4,1,0
D3DB5976,4,1,1,0
D3E117A1,3,4,1,0
D3EB8A0C,3,4,0,0
D3F26B6C,2,3,1,4
D3F44B4E,4,3,0,0
D404816C,1,4,0,0
D4074BEE,1,2,1,2
D40F3A00,2,3,1,0
D424E3AF,4,3,1,1
D427CE7D,4,1,1,2
D433A672,1,4,0,0
D43B58D1,2,3,0,0
D445A6E5,2,3,1,0
D456DF0B,3,4,1,1
D46876F2,3,4,1,0
D46EC0AA,3,4,1,2
D476C9C8,2,3,0,0
D4787F6C,1,4,0,0
D47B3AA3,1,4,0,0
D48AA6FE,1,4,0,0
D49704B2,4,3,0,0
D49CDCE4,2,3,0,0
D4B2C9ED,2,3,1,1
D4B63A8C,3,2,0,0
D4B76E4B,3,4,1,4
D4C5355A,4,3,0,0
D4DA0F09,3,4,0,0
D4DF7414,3,4,0,0
D4DFFB59,1,3,1,0
D4E222D0,4,3,0,0
D5075F6D,2,3,0,0
D50BEB74,2,4,0,0
D518653E,3,2,0,0
D51D1E23,2,3,1,0
D51D916E,3,4,1,0
D52048E7,3,4,0,0
D53F06E8,2,3,1,0
D548CCC9,4,3,1,0
D5556E85,4,2,0,1
D55EB6D3,4,3,1,0
D567DEF1,4,2,0,0
D56B7D8E,4,3,0,0
D56C29FF,3,2,1,1
D57450BB,4,3,0,0
D587CCD2,1,3,1,0
D5959F48,4,3,1,0
D5AA1CC5,3,2,1,1
D5ACAA9D,2,3,0,2
D5BA155B,3,4,1,0
D5C521D9,2,3,1,0
D5CD5037,1,3,0,0
D5F8771D,2,3,1,2
D5F932E6,1,4,1,0
D60318BC,3,2,0,0
D6114B26,3,4,1,0
D611EC91,4,1,0,0
D61D1732,1,3,1,2
D6240F36,2,3,0,0
D63E4E78,4,2,0,2
D63EC135,1,4,0,0
D63F68B9,1,4,0,0
D643CF9C,2,3,1,1
D6498459,4,3,0,0
D64C0296,2,1,0,0
D675182B,4,1,1,0
D6838B03,2,3,0,0
D6994500,3,2,1,0
D699CA4D,2,3,1,0
D6A1A5E5,3,2,0,0
D6A49C89,4,3,1,0
D6D1BAEB,4,3,1,0
D6DA62BD,2,3,0,0
D6F6222C,4,3,0,0
D713D0DC,4,3,1,0
D718088A,4,3,0,0
D72BD7D4,4,3,0,0
D72F2F94,1,4,0,0
D741E134,2,3,1,0
D75B2F37,4,3,1,0
D75BA07A,3,2,0,0
D75F56A4,3,2,1,3
D766F6BE,2,3,1,0
D7839F80,4,3,0,1
D78BEE6E,1,4,0,0
D78D1393,4,2,0,2
D78E68A1,2,4,0,1
D798BF7A,2,3,1,3
D7A31A13,4,1,1,2
D7A4647D,3,4,0,0
D7B4DBA4,2,3,1,0
D7B7721C,3,2,0,0
D7C1728B,3,4,0,0
D7D055C7,3,2,0,2
D7FCAB02,2,3,1,0
D80776E5,4,3,0,0
D826A9B3,3,2,0,3
D82D1FC0,4,3,0,0
D83032C1,2,3,0,0
D830BD8C,2,3,1,0
D83BEA97,4,3,1,0
D85AD5E1,2,3,1,0
D8620329,3,4,0,0
D8784267,3,4,0,0
D87A2169,1,3,1,0
D8878660,3,2,0,0
D89739B9,2,3,0,1
D897B6F4,2,3,1,0
D89C6EA2,2,3,0,1
D8A50680,1,2,0,2
D8A80C73,3,4,0,0
D8A8833E,3,2,0,0
D8BDD235,4,3,0,0
D8CEF448,2,3,1,0
D8D34F06,2,3,1,1
D8DF491F,1,3,0,0
D8E29096,2,3,1,0
D8E3D56D,1,3,0,0
D8F0C30C,3,2,1,0
D90C9E7F,3,4,0,0
D9112531,2,3,1,1
D91D2328,2,4,1,0
D920FAA1,1,3,1,0
D921BF5A,4,3,1,0
D932A93B,4,3,0,1
D946BD7A,4,3,0,1
D955538E,1,3,1,1
D955DCC3,1,3,1,0
D963436D,1,3,1,4
D96A6644,3,2,1,0
D9724404,3,2,0,0
D98934EF,1,3,1,2
D998BFD6,4,3,0,0
D9B735C5,3,4,0,0
D9B84B5E,3,4,0,0
D9BA2850,2,3,1,0
D9BAA71D,3,4,1,0
D9C51CD2,3,4,1,0
D9D15308,2,3,0,2
D9F258F6,4,3,0,0
D9F980A0,1,4,1,0
DA0DE081,1,3,1,2
DA3C9F30,3,4,1,0
DA3D36BC,2,3,0,0
DA3E7373,3,2,1,1
DA3EFC3E,3,4,0,0
DA41C8BC,3,2,1,0
DA56F75D,2,4,0,0
DA768C98,2,3,0,0
DA7D54CE,3,4,1,1
DA8F8D5C,2,3,0,0
DA99F746,2,3,1,0
DAA42ECF,2,3,1,0
DAA56B34,4,3,0,0
DAB0C2AA,1,4,1,0
DAB67D55,4,3,0,0
DAC2FE0E,3,4,0,0
DAD108AD,2,3,1,0
DAD187E0,1,3,1,1
DAE3B8D9,4,3,0,0
DAEEB22A,3,2,1,0
DAFAE1AF,1,4,1,0
DAFC57F7,4,2,1,1
DB000323,4,1,0,1
DB009439,4,2,0,0
DB018EE0,4,2,1,0
DB0288D8,1,2,0,2
DB13629A,4,3,0,0
DB13EDD7,2,3,1,1
DB18BACC,3,2,0,2
DB214AC5,2,3,1,0
DB21D2EE,3,2,0,0
DB2C5750,3,4,0,0
DB2CD81D,2,3,1,0
DB2D7191,4,3,0,0
DB4CEBDE,3,4,1,4
DB4DE76B,2,3,0,0
DB5B9D71,2,3,1,0
DB6644F8,4,3,0,1
DB670103,2,3,1,0
DB72A89D,4,2,1,0
DB741762,4,3,0,1
DB83A28B,3,2,1,0
DB949D6A,1,3,1,0
DBB4E6AF,1,4,0,0
DBBF3EF9,2,3,0,0
DBFC9609,2,3,1,0
DBFEF507,2,3,1,0
DC07E747,3,2,1,0
DC111210,3,2,1,2
DC1A450B,2,3,0,1
DC2570C1,1,4,1,0
DC25FF8C,2,3,1,0
DC48FBAE,4,3,0,0
DC4F97E1,4,3,1,0
DC5235AD,3,4,1,0
DC6FEC24,3,4,0,0
DC782D93,4,3,0,0
DC7DBFBE,2,3,1,0
DC81B13B,4,1,0,0
DC88803C,4,3,1,0
DC8A0A57,2,3,0,0
DC8F2CBD,4,3,0,0
DC9AD6B4,3,4,0,0
DCB69625,4,3,1,1
DCBDC13E,4,3,0,0
DCC50FB8,1,2,1,0
DCCF66BA,4,3,0,5
DCD5DB61,1,3,1,4
DCE56D7B,1,3,0,0
DCF53ED5,4,3,1,0
DCF75DDB,4,3,0,0
DCFC0AC0,4,2,0,1
DD07658F,2,3,0,1
DD3537EC,2,3,0,0
DD3754E2,3,4,0,0
DD37DBAF,3,4,1,0
DD486060,4,3,0,0
DD4D468A,4,3,0,0
DD58BC83,1,4,0,0
DD7F2444,4,3,0,1
DD7FAB09,4,3,0,0
DD8DFDD6,4,3,1,0
DD905F9A,4,3,0,0
DD90D0D7,4,3,0,0
DD91F616,3,2,0,0
DDACC3E8,2,3,0,0
DDAD8613,2,3,1,0
DDBA47A4,2,3,0,0
DDBFD589,3,2,0,0
DDC58D70,2,3,1,0
DDD82F3C,1,3,1,0
DDD8A071,4,3,1,0
DDE71AF6,4,3,0,0
DDF34973,2,3,1,0
DE1404B9,4,3,1,0
DE148BF4,2,3,1,0
DE180CC4,3,4,1,0
DE259F2F,4,3,0,0
DE26E9C4,4,3,1,0
DE281786,4,3,0,0
DE29527D,4,3,0,0
DE3B01E7,3,4,0,0
DE44BA28,1,4,1,0
DE4F15A6,1,4,0,1
DE5C741F,3,4,0,0
DE5CFB52,1,3,1,1
DE63CE98,2,4,1,0
DE7C0FDA,3,2,0,0
DE919847,2,3,1,1
DE973728,1,3,1,4
DEAE22C0,2,3,1,3
DEB1E382,1,4,0,0
DEB30FC1,2,3,0,0
DEB3808C,1,3,1,0
DEBB395A,1,3,1,2
DEBC9711,2,3,0,2
DEC5E321,2,3,0,0
DEC9405E,2,1,1,0
DECCB40E,2,4,1,0
DECFB3A6,1,2,1,1
DEE65266,4,3,1,0
DEF0287C,1,3,1,0
DEF11A5F,4,3,0,1
DEFB7F67,4,3,0,0
DF0DD991,2,4,0,2
DF0EDE39,3,4,0,0
DF1FD8BC,4,2,0,3
DF243851,4,3,1,0
DF32424B,4,3,1,0
DF337068,3,2,0,1
DF34DCE9,3,4,0,1
DF391550,4,3,1,0
DF405615,4,3,1,0
DF71EABB,2,3,1,0
DF7389B5,4,3,0,0
DF79536D,3,2,1,3
DF9E9165,2,3,0,0
DFA12BE2,3,4,0,0
DFA1A4AF,3,2,1,0
DFBE65ED,3,2,0,0
DFD5A40C,3,2,0,0
DFD6E1C3,2,3,1,0
DFEA7DB1,4,3,1,0
DFEB384A,1,4,1,0
DFF96BD0,3,4,1,0
E00DD123,4,3,1,2
E0151F14,4,3,1,0
E0188C12,2,3,1,5
E01F82B9,1,3,1,0
E0225B30,4,3,1,0
E022D47D,1,3,1,0
E02D6F3A,4,1,0,0
E0389533,4,3,0,0
E03FF97C,2,3,1,0
E0559111,4,1,0,2
E0617C8D,2,4,1,0
E0674C3F,3,2,0,3
E06AA4DB,2,3,1,2
E07A944F,3,2,1,0
E0855048,3,4,0,1
E085DF05,1,4,0,0
E08D745E,3,4,1,0
E09360C3,1,3,1,2
E0962C85,3,4,1,4
E0AA5516,3,4,0,1
E0B8068C,2,3,1,0
E0C6F8B8,4,2,1,0
E0CDAFA3,4,3,0,0
E0DA6E14,2,1,0,2
E0F1DFA6,4,3,0,0
E10FC594,1,3,1,0
E1180423,3,4,1,1
E12368AC,2,3,1,5
E1357691,3,2,0,0
E147B532,3,4,1,0
E153A35B,2,4,1,0
E1683F21,2,4,1,0
E17A6CBB,1,3,1,0
E18544CB,4,3,0,0
E197746B,3,4,0,2
E19C2370,4,3,0,1
E1A316BA,1,2,1,0
E1A52608,1,3,1,3
E1D77523,2,4,0,0
E1DDE88E,2,3,1,0
E1E03107,4,3,1,0
E1E0BE4A,2,3,1,0
E1E8A98C,4,2,0,0
E1EF050D,2,3,1,0
E1FAFF04,4,3,0,0
E1FD934B,2,1,1,0
E20C6147,2,3,1,0
E213A005,3,2,1,1
E2197ADD,2,3,1,2
E227C2D4,4,3,1,0
E22C1A82,2,4,0,0
E23A799E,3,4,1,0
E24B6F7A,4,3,0,1
E25359D8,1,4,0,2
E254F559,3,4,1,3
E2593CE0,2,3,1,0
E2646A24,3,4,1,0
E264E569,3,2,0,0
E2686259,1,3,0,2
E26DF021,2,3,0,0
E2713715,2,3,0,5
E273CBB4,2,3,1,4
E27E2B6A,3,2,0,0
E27FA6A9,2,4,1,3
E28B11FA,1,3,1,0
E2963CFB,4,3,0,1
E29CD04D,3,4,1,1
E2B58DBC,3,4,0,0
E2B92EC3,1,4,1,0
E2C3615C,3,4,1,0
E2D63DB3,4,3,1,0
E2E98734,2,3,0,0
E2ECEB4F,2,3,1,0
E2FEB8D5,3,4,1,0
E3010B6B,1,3,0,0
E3018426,3,4,0,0
E3145784,2,3,0,0
E32BED03,1,3,0,0
E32E8178,3,4,0,1
E33CD2E2,4,3,1,0
E3497BCD,4,3,0,0
E35456CC,4,3,1,0
E35EBA7A,2,1,1,2
E373C8C8,2,1,0,0
E37E3FE9,3,4,0,0
E389054D,3,2,0,1
E39133EF,4,2,0,2
E391CB7A,2,3,0,0
E39B56D7,2,3,1,0
E39C587C,2,3,1,5
E3A5CA91,3,2,0,0
E3A60013,1,3,1,0
E3A68F5E,4,2,1,1
E3AF9A16,1,2,0,1
E3BC415D,2,4,0,0
E3CE0B70,2,3,1,0
E3E5A8E3,2,3,1,0
E3EE70B5,1,3,1,1
E405A944,2,3,1,0
E4082CFA,3,2,1,2
E408A3B7,1,4,0,0
E42729A4,3,4,1,0
E42ABB7C,1,4,0,0
E42C1413,1,3,1,4
E4357A3E,1,3,1,0
E440D311,4,3,0,0
E44B840A,4,3,1,0
E46CB7CF,2,1,1,1
E4779735,1,2,1,2
E47A6014,3,2,0,0
E492FE0B,1,3,0,0
E498601B,3,2,1,0
E49BF37A,2,3,0,0
E4A9DA7F,2,3,0,3
E4AF2782,4,3,1,0
E4AFA8CF,1,3,1,0
E4B5E981,4,3,0,0
E4E7D869,1,3,1,0
E4EC003F,4,2,0,0
E4F7E8FD,2,3,1,2
E50D0D87,1,2,1,4
E51A08D9,3,2,1,0
E51A8794,2,3,1,2
E525B25E,2,3,1,3
E52E6A08,4,3,1,0
E550943C,2,3,0,0
E55A0A2C,3,2,1,0
E56D4DB5,4,3,1,0
E56DC2F8,4,3,0,0
E57708B2,4,3,0,2
E57783B6,1,4,0,0
E582B926,1,3,1,0
E5AEDDF8,1,2,1,2
E5B5FD02,2,3,0,1
E5C75B58,4,3,1,0
E5CAC980,4,3,0,0
E5DDFB85,2,4,0,0
E5E8D14B,1,3,0,0
E5F71009,2,3,1,0
E612812D,2,3,1,1
E631296C,2,3,1,3
E632E3EE,3,2,0,0
E64D5821,3,4,0,0
E64E1DEE,3,2,1,0
E65E1470,2,3,1,0
E65E836A,1,4,0,2
E660BD89,2,3,1,1
E661A750,4,1,1,0
E673C467,2,3,1,0
E680580E,3,4,1,0
E69BB112,3,4,1,5
E69EDCB7,3,4,0,0
E6A16630,2,1,1,0
E6AABE66,4,3,0,0
E6BCC47C,4,3,0,0
E6C3CD49,3,4,0,0
E6D44052,4,3,0,0
E6E91696,2,3,1,0
E6E999DB,2,4,1,0
E6EC6D8B,3,2,1,0
E6ECF5A0,1,4,0,1
E6F357D8,4,3,0,0
E6FFE3C1,4,3,1,0
E7162A65,4,3,1,0
E72B7CA1,3,1,0,0
E72BF3EC,4,3,0,0
E72E07BC,1,4,0,0
E7313DEF,4,2,0,0
E7423239,3,2,0,1
E751BC73,3,4,0,0
E75A4B7D,4,3,1,1
E75D1F0C,1,4,0,0
E7630C07,1,4,1,0
E768D451,4,3,1,0
E779A91D,2,4,1,3
E77EAE4B,2,4,1,0
E78C77D9,3,2,1,0
E79AC81F,1,4,1,2
E79C7E47,3,4,0,1
E7A2D7BE,2,1,1,1
E7A3FDCA,3,4,0,0
E7B1AE50,2,3,0,0
E7D0EB1A,4,2,0,0
E7DC0330,2,3,1,3
E7F089D9,3,4,0,0
E7F3435B,3,4,0,0
E80811F1,4,2,1,0
E8089EBC,2,3,1,0
E80B543E,4,3,0,0
E836B902,3,4,0,0
E83B8203,4,2,1,2
E84810B9,4,3,0,0
E84B364C,2,3,1,3
E850DE8E,2,3,1,0
E86095DF,4,3,0,0
E86F81E8,4,3,0,4
E877AA3E,3,4,1,0
E87F549D,1,3,0,0
E8801FD7,3,4,0,1
E886A028,3,2,1,0
E8880D3E,3,2,0,1
E8924C4D,3,4,0,0
E89309B6,3,2,1,0
E8AF95C4,4,3,1,0
E8B9EFDE,4,3,1,0
E8CA3575,3,2,1,0
E8CC832D,3,4,1,0
E8D5DA5B,2,1,1,0
E8E76A2F,4,3,0,0
E8E7E562,4,3,0,0
E8ECB279,4,3,1,0
E9085F42,1,2,1,0
E90EE91A,3,4,1,0
E9172847,4,3,0,0
E917B06C,1,3,0,0
E91B1313,3,4,0,0
E9250018,3,2,1,0
E9258F55,2,3,1,0
E934EA5A,3,2,0,3
E93661A1,3,4,0,1
E936F6BB,3,1,0,0
E944CA1F,3,1,1,0
E94F6875,3,4,0,2
E950267A,3,2,0,0
E9516381,2,3,0,0
E96DFFF3,3,4,1,0
E97B85E9,4,3,1,0
E9804A4E,4,3,0,0
E982842D,3,4,1,0
E98A7A8E,2,4,0,0
E992B4B9,2,3,1,0
E9A2FFE8,2,3,1,0
E9B5C009,2,3,1,0
E9BD3EAA,2,3,0,0
E9CA7BC6,4,3,1,0
E9CAF48B,3,4,0,0
E9F9E834,3,4,1,2
EA065043,2,3,1,0
EA06DF0E,3,4,1,1
EA0EAEE0,1,4,1,0
EA1660D7,3,4,0,0
EA1B7D42,3,4,1,0
EA311467,2,3,0,0
EA39EAC4,3,4,1,0
EA4E20E5,3,4,1,0
EA4EAFA8,4,2,0,0
EA4F0624,4,1,0,0
EA7D3C5A,3,4,1,2
EA936402,3,4,1,3
EAA15B3B,4,2,1,0
EAA1D476,1,4,1,0
EAB2B5CF,2,4,1,3
EAC6A18E,2,3,1,1
EAD4F214,3,2,1,0
EAD5B7EF,2,3,1,0
EAE92B9D,4,3,0,0
EAF896CA,3,2,0,0
EB04CBB9,2,3,1,1
EB169823,3,2,0,0
EB17DDD8,2,3,0,0
EB2B41AA,4,3,0,0
EB3AFCFD,4,3,1,0
EB442686,1,4,0,0
EB4F9C34,1,3,1,5
EB57D4AF,1,3,1,0
EB5F4109,3,4,0,0
EB63310C,4,3,0,0
EB63BE41,3,4,0,1
EB686617,4,3,1,0
EB70DFF8,3,4,0,1
EB71C521,4,1,0,0
EB871EB4,3,4,0,0
EB8C4AD2,4,3,0,0
EB8CC59F,4,2,1,0
EB960B9C,1,4,0,0
EBB36D5A,2,3,1,3
EBBD5BFF,2,3,0,3
EBBF566D,4,2,1,2
